sample	Instrument	seq_type	Bases	Instrument	LibraryLayout	patient
SRR5103764	NextSeq 500	Smart-seq2	79417100	NextSeq 500	PAIRED	Pt0
SRR5103765	NextSeq 500	Smart-seq2	99343628	NextSeq 500	PAIRED	Pt0
SRR5103766	NextSeq 500	Smart-seq2	136231900	NextSeq 500	PAIRED	Pt0
SRR5103767	NextSeq 500	Smart-seq2	14368636	NextSeq 500	PAIRED	Pt0
SRR5103768	NextSeq 500	Smart-seq2	161975836	NextSeq 500	PAIRED	Pt0
SRR5103769	NextSeq 500	Smart-seq2	136415820	NextSeq 500	PAIRED	Pt0
SRR5103770	NextSeq 500	Smart-seq2	152726028	NextSeq 500	PAIRED	Pt0
SRR5103771	NextSeq 500	Smart-seq2	121721372	NextSeq 500	PAIRED	Pt0
SRR5103772	NextSeq 500	Smart-seq2	120074376	NextSeq 500	PAIRED	Pt0
SRR5103773	NextSeq 500	Smart-seq2	76688940	NextSeq 500	PAIRED	Pt0
SRR5103774	NextSeq 500	Smart-seq2	93946640	NextSeq 500	PAIRED	Pt0
SRR5103775	NextSeq 500	Smart-seq2	122925320	NextSeq 500	PAIRED	Pt0
SRR5103776	NextSeq 500	Smart-seq2	48290704	NextSeq 500	PAIRED	Pt0
SRR5103777	NextSeq 500	Smart-seq2	52964324	NextSeq 500	PAIRED	Pt0
SRR5103778	NextSeq 500	Smart-seq2	116789960	NextSeq 500	PAIRED	Pt0
SRR5103779	NextSeq 500	Smart-seq2	111171204	NextSeq 500	PAIRED	Pt0
SRR5103780	NextSeq 500	Smart-seq2	153572820	NextSeq 500	PAIRED	Pt0
SRR5103781	NextSeq 500	Smart-seq2	71850020	NextSeq 500	PAIRED	Pt0
SRR5103782	NextSeq 500	Smart-seq2	89992664	NextSeq 500	PAIRED	Pt0
SRR5103783	NextSeq 500	Smart-seq2	76156256	NextSeq 500	PAIRED	Pt0
SRR5103784	NextSeq 500	Smart-seq2	104610048	NextSeq 500	PAIRED	Pt0
SRR5103785	NextSeq 500	Smart-seq2	120173176	NextSeq 500	PAIRED	Pt0
SRR5103786	NextSeq 500	Smart-seq2	38725890	NextSeq 500	PAIRED	Pt0
SRR5103787	NextSeq 500	Smart-seq2	67376128	NextSeq 500	PAIRED	Pt0
SRR5103788	NextSeq 500	Smart-seq2	67186736	NextSeq 500	PAIRED	Pt0
SRR5103789	NextSeq 500	Smart-seq2	102481288	NextSeq 500	PAIRED	Pt0
SRR5103790	NextSeq 500	Smart-seq2	106219272	NextSeq 500	PAIRED	Pt0
SRR5103791	NextSeq 500	Smart-seq2	76342760	NextSeq 500	PAIRED	Pt0
SRR5103792	NextSeq 500	Smart-seq2	78415356	NextSeq 500	PAIRED	Pt0
SRR5103793	NextSeq 500	Smart-seq2	142666060	NextSeq 500	PAIRED	Pt0
SRR5103794	NextSeq 500	Smart-seq2	101828296	NextSeq 500	PAIRED	Pt0
SRR5103795	NextSeq 500	Smart-seq2	94063148	NextSeq 500	PAIRED	Pt0
SRR5103796	NextSeq 500	Smart-seq2	125137648	NextSeq 500	PAIRED	Pt0
SRR5103797	NextSeq 500	Smart-seq2	32487770	NextSeq 500	PAIRED	Pt0
SRR5103798	NextSeq 500	Smart-seq2	49434656	NextSeq 500	PAIRED	Pt0
SRR5103799	NextSeq 500	Smart-seq2	62319924	NextSeq 500	PAIRED	Pt0
SRR5103800	NextSeq 500	Smart-seq2	71144892	NextSeq 500	PAIRED	Pt0
SRR5103801	NextSeq 500	Smart-seq2	118953300	NextSeq 500	PAIRED	Pt0
SRR5103802	NextSeq 500	Smart-seq2	26822300	NextSeq 500	PAIRED	Pt0
SRR5103803	NextSeq 500	Smart-seq2	18243876	NextSeq 500	PAIRED	Pt0
SRR5103804	NextSeq 500	Smart-seq2	93457884	NextSeq 500	PAIRED	Pt0
SRR5103805	NextSeq 500	Smart-seq2	16845324	NextSeq 500	PAIRED	Pt0
SRR5103806	NextSeq 500	Smart-seq2	49452288	NextSeq 500	PAIRED	Pt0
SRR5103807	NextSeq 500	Smart-seq2	104110804	NextSeq 500	PAIRED	Pt0
SRR5103808	NextSeq 500	Smart-seq2	59104640	NextSeq 500	PAIRED	Pt0
SRR5103809	NextSeq 500	Smart-seq2	47552364	NextSeq 500	PAIRED	Pt0
SRR5103810	NextSeq 500	Smart-seq2	88489004	NextSeq 500	PAIRED	Pt0
SRR5103811	NextSeq 500	Smart-seq2	33724316	NextSeq 500	PAIRED	Pt0
SRR5103812	NextSeq 500	Smart-seq2	67623356	NextSeq 500	PAIRED	Pt0
SRR5103813	NextSeq 500	Smart-seq2	46915560	NextSeq 500	PAIRED	Pt0
SRR5103814	NextSeq 500	Smart-seq2	122947784	NextSeq 500	PAIRED	Pt0
SRR5103815	NextSeq 500	Smart-seq2	32923504	NextSeq 500	PAIRED	Pt0
SRR5103816	NextSeq 500	Smart-seq2	37985408	NextSeq 500	PAIRED	Pt0
SRR5103817	NextSeq 500	Smart-seq2	36360148	NextSeq 500	PAIRED	Pt0
SRR5103818	NextSeq 500	Smart-seq2	73078712	NextSeq 500	PAIRED	Pt0
SRR5103819	NextSeq 500	Smart-seq2	46681950	NextSeq 500	PAIRED	Pt0
SRR5103820	NextSeq 500	Smart-seq2	34018360	NextSeq 500	PAIRED	Pt0
SRR5103821	NextSeq 500	Smart-seq2	64018828	NextSeq 500	PAIRED	Pt0
SRR5103822	NextSeq 500	Smart-seq2	91851700	NextSeq 500	PAIRED	Pt0
SRR5103823	NextSeq 500	Smart-seq2	91357244	NextSeq 500	PAIRED	Pt0
SRR5103824	NextSeq 500	Smart-seq2	49074492	NextSeq 500	PAIRED	Pt0
SRR5103825	NextSeq 500	Smart-seq2	64079932	NextSeq 500	PAIRED	Pt0
SRR5103826	NextSeq 500	Smart-seq2	54172420	NextSeq 500	PAIRED	Pt0
SRR5103827	NextSeq 500	Smart-seq2	42073828	NextSeq 500	PAIRED	Pt0
SRR5103828	NextSeq 500	Smart-seq2	73010084	NextSeq 500	PAIRED	Pt0
SRR5103829	NextSeq 500	Smart-seq2	92771984	NextSeq 500	PAIRED	Pt0
SRR5103830	NextSeq 500	Smart-seq2	29998920	NextSeq 500	PAIRED	Pt0
SRR5103831	NextSeq 500	Smart-seq2	26770468	NextSeq 500	PAIRED	Pt0
SRR5103832	NextSeq 500	Smart-seq2	127593208	NextSeq 500	PAIRED	Pt0
SRR5103833	NextSeq 500	Smart-seq2	55965184	NextSeq 500	PAIRED	Pt0
SRR5103834	NextSeq 500	Smart-seq2	32370604	NextSeq 500	PAIRED	Pt0
SRR5103835	NextSeq 500	Smart-seq2	52066992	NextSeq 500	PAIRED	Pt0
SRR5103836	NextSeq 500	Smart-seq2	78073356	NextSeq 500	PAIRED	Pt0
SRR5103837	NextSeq 500	Smart-seq2	154034292	NextSeq 500	PAIRED	Pt0
SRR5103838	NextSeq 500	Smart-seq2	36987300	NextSeq 500	PAIRED	Pt0
SRR5103839	NextSeq 500	Smart-seq2	56960708	NextSeq 500	PAIRED	Pt0
SRR5103840	NextSeq 500	Smart-seq2	58456008	NextSeq 500	PAIRED	Pt0
SRR5103841	NextSeq 500	Smart-seq2	33941880	NextSeq 500	PAIRED	Pt0
SRR5103842	NextSeq 500	Smart-seq2	63316968	NextSeq 500	PAIRED	Pt0
SRR5103843	NextSeq 500	Smart-seq2	69397576	NextSeq 500	PAIRED	Pt0
SRR5103844	NextSeq 500	Smart-seq2	36664604	NextSeq 500	PAIRED	Pt0
SRR5103845	NextSeq 500	Smart-seq2	118320144	NextSeq 500	PAIRED	Pt0
SRR5103846	NextSeq 500	Smart-seq2	51412708	NextSeq 500	PAIRED	Pt0
SRR5103847	NextSeq 500	Smart-seq2	48773380	NextSeq 500	PAIRED	Pt0
SRR5103848	NextSeq 500	Smart-seq2	163502676	NextSeq 500	PAIRED	Pt0
SRR5103849	NextSeq 500	Smart-seq2	60950708	NextSeq 500	PAIRED	Pt0
SRR5103850	NextSeq 500	Smart-seq2	132118400	NextSeq 500	PAIRED	Pt0
SRR5103851	NextSeq 500	Smart-seq2	25120052	NextSeq 500	PAIRED	Pt0
SRR5103852	NextSeq 500	Smart-seq2	34389110	NextSeq 500	PAIRED	Pt0
SRR5103853	NextSeq 500	Smart-seq2	46576296	NextSeq 500	PAIRED	Pt0
SRR5103854	NextSeq 500	Smart-seq2	56093624	NextSeq 500	PAIRED	Pt0
SRR5103855	NextSeq 500	Smart-seq2	62993284	NextSeq 500	PAIRED	Pt0
SRR5103856	NextSeq 500	Smart-seq2	95016416	NextSeq 500	PAIRED	Pt0
SRR5103857	NextSeq 500	Smart-seq2	61695888	NextSeq 500	PAIRED	Pt0
SRR5103858	NextSeq 500	Smart-seq2	71990240	NextSeq 500	PAIRED	Pt0
SRR5103859	NextSeq 500	Smart-seq2	49341100	NextSeq 500	PAIRED	Pt0
SRR5103860	NextSeq 500	Smart-seq2	29610968	NextSeq 500	PAIRED	Pt0
SRR5103861	NextSeq 500	Smart-seq2	51989244	NextSeq 500	PAIRED	Pt0
SRR5103862	NextSeq 500	Smart-seq2	89013708	NextSeq 500	PAIRED	Pt0
SRR5103863	NextSeq 500	Smart-seq2	32336780	NextSeq 500	PAIRED	Pt0
SRR5103864	NextSeq 500	Smart-seq2	116190900	NextSeq 500	PAIRED	Pt0
SRR6985831	NextSeq 500	10x	27229648140	NextSeq 500	SINGLE	Pt0
SRR6985832	NextSeq 500	10x	29844881755	NextSeq 500	SINGLE	Pt0
SRR6254355	NextSeq 500	10x	27229648140	NextSeq 500	SINGLE	Pt0
SRR6254356	NextSeq 500	10x	29844881755	NextSeq 500	SINGLE	Pt0
SRR6254357	NextSeq 500	10x	4674599040	NextSeq 500	SINGLE	Pt0
SRR6254358	NextSeq 500	10x	4445641740	NextSeq 500	SINGLE	Pt0
SRR6254359	NextSeq 500	10x	4549448040	NextSeq 500	SINGLE	Pt0
SRR6254360	NextSeq 500	10x	4719286200	NextSeq 500	SINGLE	Pt0
SRR6254361	NextSeq 500	10x	2694409080	NextSeq 500	PAIRED	Pt0
SRR6254362	NextSeq 500	10x	2874957240	NextSeq 500	PAIRED	Pt0
SRR6254363	NextSeq 500	10x	5362990500	NextSeq 500	PAIRED	Pt0
SRR6254364	NextSeq 500	10x	5431090740	NextSeq 500	PAIRED	Pt0
SRR5101953	NextSeq 500	Smart-seq2	127012112	NextSeq 500	PAIRED	Pt1
SRR5101954	NextSeq 500	Smart-seq2	78642672	NextSeq 500	PAIRED	Pt1
SRR5101957	NextSeq 500	Smart-seq2	63138064	NextSeq 500	PAIRED	Pt1
SRR5101959	NextSeq 500	Smart-seq2	137493804	NextSeq 500	PAIRED	Pt1
SRR5101961	NextSeq 500	Smart-seq2	125631040	NextSeq 500	PAIRED	Pt1
SRR5101962	NextSeq 500	Smart-seq2	106204072	NextSeq 500	PAIRED	Pt1
SRR5101963	NextSeq 500	Smart-seq2	66919368	NextSeq 500	PAIRED	Pt1
SRR5101964	NextSeq 500	Smart-seq2	66771016	NextSeq 500	PAIRED	Pt1
SRR5101966	NextSeq 500	Smart-seq2	83742576	NextSeq 500	PAIRED	Pt1
SRR5101967	NextSeq 500	Smart-seq2	46843360	NextSeq 500	PAIRED	Pt1
SRR5101969	NextSeq 500	Smart-seq2	83317128	NextSeq 500	PAIRED	Pt1
SRR5101971	NextSeq 500	Smart-seq2	81833456	NextSeq 500	PAIRED	Pt1
SRR5101972	NextSeq 500	Smart-seq2	114037848	NextSeq 500	PAIRED	Pt1
SRR5101974	NextSeq 500	Smart-seq2	54493824	NextSeq 500	PAIRED	Pt1
SRR5101976	NextSeq 500	Smart-seq2	129940012	NextSeq 500	PAIRED	Pt1
SRR5101977	NextSeq 500	Smart-seq2	89610232	NextSeq 500	PAIRED	Pt1
SRR5101978	NextSeq 500	Smart-seq2	113821704	NextSeq 500	PAIRED	Pt1
SRR5101980	NextSeq 500	Smart-seq2	74542472	NextSeq 500	PAIRED	Pt1
SRR5101981	NextSeq 500	Smart-seq2	74683908	NextSeq 500	PAIRED	Pt1
SRR5101984	NextSeq 500	Smart-seq2	117330700	NextSeq 500	PAIRED	Pt1
SRR5101985	NextSeq 500	Smart-seq2	54979312	NextSeq 500	PAIRED	Pt1
SRR5101987	NextSeq 500	Smart-seq2	87655360	NextSeq 500	PAIRED	Pt1
SRR5101988	NextSeq 500	Smart-seq2	96398324	NextSeq 500	PAIRED	Pt1
SRR5101989	NextSeq 500	Smart-seq2	81938944	NextSeq 500	PAIRED	Pt1
SRR5101990	NextSeq 500	Smart-seq2	67356824	NextSeq 500	PAIRED	Pt1
SRR5101992	NextSeq 500	Smart-seq2	79021608	NextSeq 500	PAIRED	Pt1
SRR5101995	NextSeq 500	Smart-seq2	115290100	NextSeq 500	PAIRED	Pt1
SRR5101996	NextSeq 500	Smart-seq2	41801976	NextSeq 500	PAIRED	Pt1
SRR5101998	NextSeq 500	Smart-seq2	77861696	NextSeq 500	PAIRED	Pt1
SRR5101999	NextSeq 500	Smart-seq2	145788596	NextSeq 500	PAIRED	Pt1
SRR5102001	NextSeq 500	Smart-seq2	124522808	NextSeq 500	PAIRED	Pt1
SRR5102002	NextSeq 500	Smart-seq2	100866288	NextSeq 500	PAIRED	Pt1
SRR5102004	NextSeq 500	Smart-seq2	178203660	NextSeq 500	PAIRED	Pt1
SRR5102006	NextSeq 500	Smart-seq2	73100600	NextSeq 500	PAIRED	Pt1
SRR5102007	NextSeq 500	Smart-seq2	102104328	NextSeq 500	PAIRED	Pt1
SRR5102011	NextSeq 500	Smart-seq2	73722508	NextSeq 500	PAIRED	Pt1
SRR5102015	NextSeq 500	Smart-seq2	173222544	NextSeq 500	PAIRED	Pt1
SRR5102016	NextSeq 500	Smart-seq2	148967524	NextSeq 500	PAIRED	Pt1
SRR5102017	NextSeq 500	Smart-seq2	201691992	NextSeq 500	PAIRED	Pt1
SRR5102019	NextSeq 500	Smart-seq2	99132500	NextSeq 500	PAIRED	Pt1
SRR5102023	NextSeq 500	Smart-seq2	72488344	NextSeq 500	PAIRED	Pt1
SRR5102025	NextSeq 500	Smart-seq2	66405760	NextSeq 500	PAIRED	Pt1
SRR5102026	NextSeq 500	Smart-seq2	58048572	NextSeq 500	PAIRED	Pt1
SRR5102028	NextSeq 500	Smart-seq2	55482508	NextSeq 500	PAIRED	Pt1
SRR5102029	NextSeq 500	Smart-seq2	133266532	NextSeq 500	PAIRED	Pt1
SRR5102030	NextSeq 500	Smart-seq2	114990356	NextSeq 500	PAIRED	Pt1
SRR5102031	NextSeq 500	Smart-seq2	116691160	NextSeq 500	PAIRED	Pt1
SRR5102032	NextSeq 500	Smart-seq2	119785196	NextSeq 500	PAIRED	Pt1
SRR5102033	NextSeq 500	Smart-seq2	54310360	NextSeq 500	PAIRED	Pt1
SRR5102034	NextSeq 500	Smart-seq2	61969564	NextSeq 500	PAIRED	Pt1
SRR5102035	NextSeq 500	Smart-seq2	87638564	NextSeq 500	PAIRED	Pt1
SRR5102037	NextSeq 500	Smart-seq2	154270804	NextSeq 500	PAIRED	Pt1
SRR5102038	NextSeq 500	Smart-seq2	156534464	NextSeq 500	PAIRED	Pt1
SRR5102039	NextSeq 500	Smart-seq2	101410448	NextSeq 500	PAIRED	Pt1
SRR5102040	NextSeq 500	Smart-seq2	33896836	NextSeq 500	PAIRED	Pt1
SRR5102042	NextSeq 500	Smart-seq2	44432944	NextSeq 500	PAIRED	Pt1
SRR5102044	NextSeq 500	Smart-seq2	442585544	NextSeq 500	PAIRED	Pt1
SRR5102046	NextSeq 500	Smart-seq2	136832680	NextSeq 500	PAIRED	Pt1
SRR5102051	NextSeq 500	Smart-seq2	77407748	NextSeq 500	PAIRED	Pt1
SRR5102054	NextSeq 500	Smart-seq2	254956592	NextSeq 500	PAIRED	Pt1
SRR5102056	NextSeq 500	Smart-seq2	68531100	NextSeq 500	PAIRED	Pt1
SRR5102058	NextSeq 500	Smart-seq2	201250280	NextSeq 500	PAIRED	Pt1
SRR5102059	NextSeq 500	Smart-seq2	109583260	NextSeq 500	PAIRED	Pt1
SRR5102061	NextSeq 500	Smart-seq2	104649948	NextSeq 500	PAIRED	Pt1
SRR5102063	NextSeq 500	Smart-seq2	231814440	NextSeq 500	PAIRED	Pt1
SRR5102066	NextSeq 500	Smart-seq2	83764996	NextSeq 500	PAIRED	Pt1
SRR5102069	NextSeq 500	Smart-seq2	54164744	NextSeq 500	PAIRED	Pt1
SRR5102071	NextSeq 500	Smart-seq2	65158828	NextSeq 500	PAIRED	Pt1
SRR5102074	NextSeq 500	Smart-seq2	106776504	NextSeq 500	PAIRED	Pt1
SRR5102077	NextSeq 500	Smart-seq2	70446148	NextSeq 500	PAIRED	Pt1
SRR5102079	NextSeq 500	Smart-seq2	77153300	NextSeq 500	PAIRED	Pt1
SRR5102080	NextSeq 500	Smart-seq2	82333384	NextSeq 500	PAIRED	Pt1
SRR5102083	NextSeq 500	Smart-seq2	55791220	NextSeq 500	PAIRED	Pt1
SRR5102085	NextSeq 500	Smart-seq2	48100552	NextSeq 500	PAIRED	Pt1
SRR5102088	NextSeq 500	Smart-seq2	65693792	NextSeq 500	PAIRED	Pt1
SRR5102089	NextSeq 500	Smart-seq2	76237196	NextSeq 500	PAIRED	Pt1
SRR5102090	NextSeq 500	Smart-seq2	79779556	NextSeq 500	PAIRED	Pt1
SRR5102093	NextSeq 500	Smart-seq2	63688608	NextSeq 500	PAIRED	Pt1
SRR5102097	NextSeq 500	Smart-seq2	71580600	NextSeq 500	PAIRED	Pt1
SRR5102098	NextSeq 500	Smart-seq2	58289948	NextSeq 500	PAIRED	Pt1
SRR5102101	NextSeq 500	Smart-seq2	57682328	NextSeq 500	PAIRED	Pt1
SRR5102102	NextSeq 500	Smart-seq2	49592888	NextSeq 500	PAIRED	Pt1
SRR5102104	NextSeq 500	Smart-seq2	64073776	NextSeq 500	PAIRED	Pt1
SRR5102105	NextSeq 500	Smart-seq2	67052140	NextSeq 500	PAIRED	Pt1
SRR5102108	NextSeq 500	Smart-seq2	76387372	NextSeq 500	PAIRED	Pt1
SRR5102110	NextSeq 500	Smart-seq2	79741328	NextSeq 500	PAIRED	Pt1
SRR5102111	NextSeq 500	Smart-seq2	97164632	NextSeq 500	PAIRED	Pt1
SRR5102113	NextSeq 500	Smart-seq2	119189736	NextSeq 500	PAIRED	Pt1
SRR5102116	NextSeq 500	Smart-seq2	176822892	NextSeq 500	PAIRED	Pt1
SRR5102118	NextSeq 500	Smart-seq2	194348492	NextSeq 500	PAIRED	Pt1
SRR5102120	NextSeq 500	Smart-seq2	63749788	NextSeq 500	PAIRED	Pt1
SRR5102122	NextSeq 500	Smart-seq2	84502880	NextSeq 500	PAIRED	Pt1
SRR5102126	NextSeq 500	Smart-seq2	53252364	NextSeq 500	PAIRED	Pt1
SRR5102127	NextSeq 500	Smart-seq2	57545376	NextSeq 500	PAIRED	Pt1
SRR5102128	NextSeq 500	Smart-seq2	47927120	NextSeq 500	PAIRED	Pt1
SRR5102130	NextSeq 500	Smart-seq2	190845880	NextSeq 500	PAIRED	Pt1
SRR5102132	NextSeq 500	Smart-seq2	68139852	NextSeq 500	PAIRED	Pt1
SRR5102133	NextSeq 500	Smart-seq2	55497024	NextSeq 500	PAIRED	Pt1
SRR5102138	NextSeq 500	Smart-seq2	186619824	NextSeq 500	PAIRED	Pt1
SRR5102141	NextSeq 500	Smart-seq2	61732368	NextSeq 500	PAIRED	Pt1
SRR5102145	NextSeq 500	Smart-seq2	54430896	NextSeq 500	PAIRED	Pt1
SRR5102147	NextSeq 500	Smart-seq2	104017704	NextSeq 500	PAIRED	Pt1
SRR5102149	NextSeq 500	Smart-seq2	163208176	NextSeq 500	PAIRED	Pt1
SRR5102154	NextSeq 500	Smart-seq2	156819084	NextSeq 500	PAIRED	Pt1
SRR5102156	NextSeq 500	Smart-seq2	46359848	NextSeq 500	PAIRED	Pt1
SRR5102159	NextSeq 500	Smart-seq2	21137272	NextSeq 500	PAIRED	Pt1
SRR5102161	NextSeq 500	Smart-seq2	71687380	NextSeq 500	PAIRED	Pt1
SRR5102163	NextSeq 500	Smart-seq2	65540956	NextSeq 500	PAIRED	Pt1
SRR5102167	NextSeq 500	Smart-seq2	182867704	NextSeq 500	PAIRED	Pt1
SRR5102171	NextSeq 500	Smart-seq2	342729144	NextSeq 500	PAIRED	Pt1
SRR5102174	NextSeq 500	Smart-seq2	30401368	NextSeq 500	PAIRED	Pt1
SRR5102177	NextSeq 500	Smart-seq2	176500728	NextSeq 500	PAIRED	Pt1
SRR5102180	NextSeq 500	Smart-seq2	7708452	NextSeq 500	PAIRED	Pt1
SRR5102182	NextSeq 500	Smart-seq2	34578784	NextSeq 500	PAIRED	Pt1
SRR5102185	NextSeq 500	Smart-seq2	378765304	NextSeq 500	PAIRED	Pt1
SRR5102187	NextSeq 500	Smart-seq2	101623324	NextSeq 500	PAIRED	Pt1
SRR5102188	NextSeq 500	Smart-seq2	394699692	NextSeq 500	PAIRED	Pt1
SRR5102189	NextSeq 500	Smart-seq2	58892552	NextSeq 500	PAIRED	Pt1
SRR5102191	NextSeq 500	Smart-seq2	175940000	NextSeq 500	PAIRED	Pt1
SRR5102193	NextSeq 500	Smart-seq2	81321368	NextSeq 500	PAIRED	Pt1
SRR5102194	NextSeq 500	Smart-seq2	277816328	NextSeq 500	PAIRED	Pt1
SRR5102198	NextSeq 500	Smart-seq2	127579300	NextSeq 500	PAIRED	Pt1
SRR5102201	NextSeq 500	Smart-seq2	82630696	NextSeq 500	PAIRED	Pt1
SRR5102204	NextSeq 500	Smart-seq2	10162264	NextSeq 500	PAIRED	Pt1
SRR5102205	NextSeq 500	Smart-seq2	226871856	NextSeq 500	PAIRED	Pt1
SRR5102207	NextSeq 500	Smart-seq2	52196116	NextSeq 500	PAIRED	Pt1
SRR5102209	NextSeq 500	Smart-seq2	266487464	NextSeq 500	PAIRED	Pt1
SRR5102211	NextSeq 500	Smart-seq2	45171284	NextSeq 500	PAIRED	Pt1
SRR5102212	NextSeq 500	Smart-seq2	13168748	NextSeq 500	PAIRED	Pt1
SRR5102213	NextSeq 500	Smart-seq2	81883236	NextSeq 500	PAIRED	Pt1
SRR5102214	NextSeq 500	Smart-seq2	27568240	NextSeq 500	PAIRED	Pt1
SRR5102219	NextSeq 500	Smart-seq2	246580480	NextSeq 500	PAIRED	Pt1
SRR5102224	NextSeq 500	Smart-seq2	87828184	NextSeq 500	PAIRED	Pt1
SRR5102228	NextSeq 500	Smart-seq2	13768160	NextSeq 500	PAIRED	Pt1
SRR5102229	NextSeq 500	Smart-seq2	163623516	NextSeq 500	PAIRED	Pt1
SRR5102231	NextSeq 500	Smart-seq2	130617780	NextSeq 500	PAIRED	Pt1
SRR5102234	NextSeq 500	Smart-seq2	65781192	NextSeq 500	PAIRED	Pt1
SRR5102235	NextSeq 500	Smart-seq2	19405536	NextSeq 500	PAIRED	Pt1
SRR5102237	NextSeq 500	Smart-seq2	38164464	NextSeq 500	PAIRED	Pt1
SRR5102239	NextSeq 500	Smart-seq2	17188920	NextSeq 500	PAIRED	Pt1
SRR5102240	NextSeq 500	Smart-seq2	23109092	NextSeq 500	PAIRED	Pt1
SRR5102241	NextSeq 500	Smart-seq2	12042200	NextSeq 500	PAIRED	Pt1
SRR5102243	NextSeq 500	Smart-seq2	11447652	NextSeq 500	PAIRED	Pt1
SRR5102247	NextSeq 500	Smart-seq2	789564	NextSeq 500	PAIRED	Pt1
SRR5102249	NextSeq 500	Smart-seq2	87587720	NextSeq 500	PAIRED	Pt1
SRR5102252	NextSeq 500	Smart-seq2	6051424	NextSeq 500	PAIRED	Pt1
SRR5102254	NextSeq 500	Smart-seq2	6907564	NextSeq 500	PAIRED	Pt1
SRR5102256	NextSeq 500	Smart-seq2	8704660	NextSeq 500	PAIRED	Pt1
SRR5102257	NextSeq 500	Smart-seq2	9048864	NextSeq 500	PAIRED	Pt1
SRR5102258	NextSeq 500	Smart-seq2	239423332	NextSeq 500	PAIRED	Pt1
SRR5102260	NextSeq 500	Smart-seq2	10178072	NextSeq 500	PAIRED	Pt1
SRR5102262	NextSeq 500	Smart-seq2	19041800	NextSeq 500	PAIRED	Pt1
SRR5102263	NextSeq 500	Smart-seq2	99813080	NextSeq 500	PAIRED	Pt1
SRR5102266	NextSeq 500	Smart-seq2	67457296	NextSeq 500	PAIRED	Pt1
SRR5102268	NextSeq 500	Smart-seq2	89202188	NextSeq 500	PAIRED	Pt1
SRR5102269	NextSeq 500	Smart-seq2	61240420	NextSeq 500	PAIRED	Pt1
SRR5102274	NextSeq 500	Smart-seq2	63605388	NextSeq 500	PAIRED	Pt1
SRR5102278	NextSeq 500	Smart-seq2	712340172	NextSeq 500	PAIRED	Pt1
SRR5102280	NextSeq 500	Smart-seq2	203925708	NextSeq 500	PAIRED	Pt1
SRR5102285	NextSeq 500	Smart-seq2	54245836	NextSeq 500	PAIRED	Pt1
SRR5102287	NextSeq 500	Smart-seq2	296787220	NextSeq 500	PAIRED	Pt1
SRR5102291	NextSeq 500	Smart-seq2	171249128	NextSeq 500	PAIRED	Pt1
SRR5102294	NextSeq 500	Smart-seq2	225587608	NextSeq 500	PAIRED	Pt1
SRR5102296	NextSeq 500	Smart-seq2	97930484	NextSeq 500	PAIRED	Pt1
SRR5102299	NextSeq 500	Smart-seq2	103695692	NextSeq 500	PAIRED	Pt1
SRR5102302	NextSeq 500	Smart-seq2	83903316	NextSeq 500	PAIRED	Pt1
SRR5102305	NextSeq 500	Smart-seq2	116560896	NextSeq 500	PAIRED	Pt1
SRR5102307	NextSeq 500	Smart-seq2	98269292	NextSeq 500	PAIRED	Pt1
SRR5102309	NextSeq 500	Smart-seq2	55794412	NextSeq 500	PAIRED	Pt1
SRR5102311	NextSeq 500	Smart-seq2	336056800	NextSeq 500	PAIRED	Pt1
SRR5102312	NextSeq 500	Smart-seq2	671997548	NextSeq 500	PAIRED	Pt1
SRR5102313	NextSeq 500	Smart-seq2	401982392	NextSeq 500	PAIRED	Pt1
SRR5102314	NextSeq 500	Smart-seq2	500747432	NextSeq 500	PAIRED	Pt1
SRR5102315	NextSeq 500	Smart-seq2	332074704	NextSeq 500	PAIRED	Pt1
SRR5102317	NextSeq 500	Smart-seq2	395388252	NextSeq 500	PAIRED	Pt1
SRR5102319	NextSeq 500	Smart-seq2	114668040	NextSeq 500	PAIRED	Pt1
SRR5102320	NextSeq 500	Smart-seq2	578265988	NextSeq 500	PAIRED	Pt1
SRR5102322	NextSeq 500	Smart-seq2	754357152	NextSeq 500	PAIRED	Pt1
SRR5102323	NextSeq 500	Smart-seq2	195901628	NextSeq 500	PAIRED	Pt1
SRR5102325	NextSeq 500	Smart-seq2	170811900	NextSeq 500	PAIRED	Pt1
SRR5102327	NextSeq 500	Smart-seq2	457500544	NextSeq 500	PAIRED	Pt1
SRR5102328	NextSeq 500	Smart-seq2	220580956	NextSeq 500	PAIRED	Pt1
SRR5102329	NextSeq 500	Smart-seq2	115700880	NextSeq 500	PAIRED	Pt1
SRR5102330	NextSeq 500	Smart-seq2	79035288	NextSeq 500	PAIRED	Pt1
SRR5102332	NextSeq 500	Smart-seq2	117904500	NextSeq 500	PAIRED	Pt1
SRR5102333	NextSeq 500	Smart-seq2	86001448	NextSeq 500	PAIRED	Pt1
SRR5102335	NextSeq 500	Smart-seq2	178758764	NextSeq 500	PAIRED	Pt1
SRR5102338	NextSeq 500	Smart-seq2	186340600	NextSeq 500	PAIRED	Pt1
SRR5102340	NextSeq 500	Smart-seq2	181138020	NextSeq 500	PAIRED	Pt1
SRR6254365	NextSeq 500	10x	5882571360	NextSeq 500	PAIRED	Pt1
SRR6254366	NextSeq 500	10x	6536875980	NextSeq 500	PAIRED	Pt1
