sample	Instrument	seq_type	Bases	Instrument	LibraryLayout	patient
SRR5102854	NextSeq 500	Smart-seq2	130528176	NextSeq 500	PAIRED	Pt0
SRR5102855	NextSeq 500	Smart-seq2	99323488	NextSeq 500	PAIRED	Pt0
SRR5102856	NextSeq 500	Smart-seq2	247298148	NextSeq 500	PAIRED	Pt0
SRR5102857	NextSeq 500	Smart-seq2	238323992	NextSeq 500	PAIRED	Pt0
SRR5102858	NextSeq 500	Smart-seq2	112486460	NextSeq 500	PAIRED	Pt0
SRR5102859	NextSeq 500	Smart-seq2	111111924	NextSeq 500	PAIRED	Pt0
SRR5102860	NextSeq 500	Smart-seq2	120465168	NextSeq 500	PAIRED	Pt0
SRR5102861	NextSeq 500	Smart-seq2	100837940	NextSeq 500	PAIRED	Pt0
SRR5102862	NextSeq 500	Smart-seq2	71091510	NextSeq 500	PAIRED	Pt0
SRR5102863	NextSeq 500	Smart-seq2	86180048	NextSeq 500	PAIRED	Pt0
SRR5102864	NextSeq 500	Smart-seq2	59466124	NextSeq 500	PAIRED	Pt0
SRR5102865	NextSeq 500	Smart-seq2	122530164	NextSeq 500	PAIRED	Pt0
SRR5102866	NextSeq 500	Smart-seq2	191324224	NextSeq 500	PAIRED	Pt0
SRR5102867	NextSeq 500	Smart-seq2	135732884	NextSeq 500	PAIRED	Pt0
SRR5102868	NextSeq 500	Smart-seq2	148631756	NextSeq 500	PAIRED	Pt0
SRR5102869	NextSeq 500	Smart-seq2	201743672	NextSeq 500	PAIRED	Pt0
SRR5102870	NextSeq 500	Smart-seq2	156705844	NextSeq 500	PAIRED	Pt0
SRR5102871	NextSeq 500	Smart-seq2	162022424	NextSeq 500	PAIRED	Pt0
SRR5102872	NextSeq 500	Smart-seq2	162987396	NextSeq 500	PAIRED	Pt0
SRR5102873	NextSeq 500	Smart-seq2	137233250	NextSeq 500	PAIRED	Pt0
SRR5102874	NextSeq 500	Smart-seq2	196007572	NextSeq 500	PAIRED	Pt0
SRR5102875	NextSeq 500	Smart-seq2	99999432	NextSeq 500	PAIRED	Pt0
SRR5102876	NextSeq 500	Smart-seq2	168109112	NextSeq 500	PAIRED	Pt0
SRR5102877	NextSeq 500	Smart-seq2	204568744	NextSeq 500	PAIRED	Pt0
SRR5102878	NextSeq 500	Smart-seq2	227017016	NextSeq 500	PAIRED	Pt0
SRR5102879	NextSeq 500	Smart-seq2	130938880	NextSeq 500	PAIRED	Pt0
SRR5102880	NextSeq 500	Smart-seq2	104540736	NextSeq 500	PAIRED	Pt0
SRR5102881	NextSeq 500	Smart-seq2	119285572	NextSeq 500	PAIRED	Pt0
SRR5102882	NextSeq 500	Smart-seq2	110209044	NextSeq 500	PAIRED	Pt0
SRR5102883	NextSeq 500	Smart-seq2	119594892	NextSeq 500	PAIRED	Pt0
SRR5102884	NextSeq 500	Smart-seq2	4389910	NextSeq 500	PAIRED	Pt0
SRR5102885	NextSeq 500	Smart-seq2	126310176	NextSeq 500	PAIRED	Pt0
SRR5102886	NextSeq 500	Smart-seq2	179939576	NextSeq 500	PAIRED	Pt0
SRR5102887	NextSeq 500	Smart-seq2	150372232	NextSeq 500	PAIRED	Pt0
SRR5102888	NextSeq 500	Smart-seq2	216084948	NextSeq 500	PAIRED	Pt0
SRR5102889	NextSeq 500	Smart-seq2	72795840	NextSeq 500	PAIRED	Pt0
SRR5102890	NextSeq 500	Smart-seq2	98818240	NextSeq 500	PAIRED	Pt0
SRR5102891	NextSeq 500	Smart-seq2	287023272	NextSeq 500	PAIRED	Pt0
SRR5102892	NextSeq 500	Smart-seq2	69019780	NextSeq 500	PAIRED	Pt0
SRR5102893	NextSeq 500	Smart-seq2	93032284	NextSeq 500	PAIRED	Pt0
SRR5102894	NextSeq 500	Smart-seq2	132487988	NextSeq 500	PAIRED	Pt0
SRR5102895	NextSeq 500	Smart-seq2	8378510	NextSeq 500	PAIRED	Pt0
SRR5102896	NextSeq 500	Smart-seq2	143936310	NextSeq 500	PAIRED	Pt0
SRR5102897	NextSeq 500	Smart-seq2	98791412	NextSeq 500	PAIRED	Pt0
SRR5102898	NextSeq 500	Smart-seq2	101850184	NextSeq 500	PAIRED	Pt0
SRR5102899	NextSeq 500	Smart-seq2	104271544	NextSeq 500	PAIRED	Pt0
SRR5102900	NextSeq 500	Smart-seq2	136472972	NextSeq 500	PAIRED	Pt0
SRR5102901	NextSeq 500	Smart-seq2	142780212	NextSeq 500	PAIRED	Pt0
SRR5102902	NextSeq 500	Smart-seq2	96797552	NextSeq 500	PAIRED	Pt0
SRR5102903	NextSeq 500	Smart-seq2	76857584	NextSeq 500	PAIRED	Pt0
SRR5102904	NextSeq 500	Smart-seq2	141988824	NextSeq 500	PAIRED	Pt0
SRR5102905	NextSeq 500	Smart-seq2	48915576	NextSeq 500	PAIRED	Pt0
SRR5102906	NextSeq 500	Smart-seq2	70791416	NextSeq 500	PAIRED	Pt0
SRR5102907	NextSeq 500	Smart-seq2	3110380	NextSeq 500	PAIRED	Pt0
SRR5102908	NextSeq 500	Smart-seq2	111460232	NextSeq 500	PAIRED	Pt0
SRR5102909	NextSeq 500	Smart-seq2	89584848	NextSeq 500	PAIRED	Pt0
SRR5102910	NextSeq 500	Smart-seq2	44320996	NextSeq 500	PAIRED	Pt0
SRR5102911	NextSeq 500	Smart-seq2	285606404	NextSeq 500	PAIRED	Pt0
SRR5102912	NextSeq 500	Smart-seq2	88340272	NextSeq 500	PAIRED	Pt0
SRR5102913	NextSeq 500	Smart-seq2	172455704	NextSeq 500	PAIRED	Pt0
SRR5102914	NextSeq 500	Smart-seq2	201371956	NextSeq 500	PAIRED	Pt0
SRR5102915	NextSeq 500	Smart-seq2	102291060	NextSeq 500	PAIRED	Pt0
SRR5102916	NextSeq 500	Smart-seq2	144533000	NextSeq 500	PAIRED	Pt0
SRR5102917	NextSeq 500	Smart-seq2	131601372	NextSeq 500	PAIRED	Pt0
SRR5102918	NextSeq 500	Smart-seq2	105490070	NextSeq 500	PAIRED	Pt0
SRR5102919	NextSeq 500	Smart-seq2	51645040	NextSeq 500	PAIRED	Pt0
SRR5102920	NextSeq 500	Smart-seq2	184535448	NextSeq 500	PAIRED	Pt0
SRR5102921	NextSeq 500	Smart-seq2	118337624	NextSeq 500	PAIRED	Pt0
SRR5102922	NextSeq 500	Smart-seq2	76747440	NextSeq 500	PAIRED	Pt0
SRR5102923	NextSeq 500	Smart-seq2	85216320	NextSeq 500	PAIRED	Pt0
SRR5102924	NextSeq 500	Smart-seq2	167757800	NextSeq 500	PAIRED	Pt0
SRR5102925	NextSeq 500	Smart-seq2	61122530	NextSeq 500	PAIRED	Pt0
SRR5102926	NextSeq 500	Smart-seq2	32119220	NextSeq 500	PAIRED	Pt0
SRR5102927	NextSeq 500	Smart-seq2	78146810	NextSeq 500	PAIRED	Pt0
SRR5102928	NextSeq 500	Smart-seq2	72728600	NextSeq 500	PAIRED	Pt0
SRR5102929	NextSeq 500	Smart-seq2	102934160	NextSeq 500	PAIRED	Pt0
SRR5102930	NextSeq 500	Smart-seq2	96300330	NextSeq 500	PAIRED	Pt0
SRR5102931	NextSeq 500	Smart-seq2	164112480	NextSeq 500	PAIRED	Pt0
SRR5102932	NextSeq 500	Smart-seq2	4284210	NextSeq 500	PAIRED	Pt0
SRR5102933	NextSeq 500	Smart-seq2	194472110	NextSeq 500	PAIRED	Pt0
SRR5102934	NextSeq 500	Smart-seq2	129851960	NextSeq 500	PAIRED	Pt0
SRR5102935	NextSeq 500	Smart-seq2	131334980	NextSeq 500	PAIRED	Pt0
SRR5102936	NextSeq 500	Smart-seq2	202113870	NextSeq 500	PAIRED	Pt0
SRR5102937	NextSeq 500	Smart-seq2	174874840	NextSeq 500	PAIRED	Pt0
SRR5102938	NextSeq 500	Smart-seq2	148350300	NextSeq 500	PAIRED	Pt0
SRR5102939	NextSeq 500	Smart-seq2	5180770	NextSeq 500	PAIRED	Pt0
SRR5102940	NextSeq 500	Smart-seq2	156039170	NextSeq 500	PAIRED	Pt0
SRR5102941	NextSeq 500	Smart-seq2	154203560	NextSeq 500	PAIRED	Pt0
SRR5102942	NextSeq 500	Smart-seq2	152657190	NextSeq 500	PAIRED	Pt0
SRR5102943	NextSeq 500	Smart-seq2	133301140	NextSeq 500	PAIRED	Pt0
SRR5102944	NextSeq 500	Smart-seq2	158356590	NextSeq 500	PAIRED	Pt0
SRR5102945	NextSeq 500	Smart-seq2	103749800	NextSeq 500	PAIRED	Pt0
SRR5102946	NextSeq 500	Smart-seq2	120253210	NextSeq 500	PAIRED	Pt0
SRR5102947	NextSeq 500	Smart-seq2	84353710	NextSeq 500	PAIRED	Pt0
SRR5102948	NextSeq 500	Smart-seq2	140876120	NextSeq 500	PAIRED	Pt0
SRR5102949	NextSeq 500	Smart-seq2	153721960	NextSeq 500	PAIRED	Pt0
SRR5102950	NextSeq 500	Smart-seq2	140891240	NextSeq 500	PAIRED	Pt0
SRR5102951	NextSeq 500	Smart-seq2	128236850	NextSeq 500	PAIRED	Pt0
SRR5102952	NextSeq 500	Smart-seq2	17773210	NextSeq 500	PAIRED	Pt0
SRR5102953	NextSeq 500	Smart-seq2	44698290	NextSeq 500	PAIRED	Pt0
SRR5102954	NextSeq 500	Smart-seq2	64650670	NextSeq 500	PAIRED	Pt0
SRR5102955	NextSeq 500	Smart-seq2	108734850	NextSeq 500	PAIRED	Pt0
SRR5102956	NextSeq 500	Smart-seq2	105990430	NextSeq 500	PAIRED	Pt0
SRR5102957	NextSeq 500	Smart-seq2	111460650	NextSeq 500	PAIRED	Pt0
SRR5102958	NextSeq 500	Smart-seq2	127789200	NextSeq 500	PAIRED	Pt0
SRR5102959	NextSeq 500	Smart-seq2	120152830	NextSeq 500	PAIRED	Pt0
SRR5102960	NextSeq 500	Smart-seq2	54490800	NextSeq 500	PAIRED	Pt0
SRR5102961	NextSeq 500	Smart-seq2	187129110	NextSeq 500	PAIRED	Pt0
SRR5102962	NextSeq 500	Smart-seq2	143548090	NextSeq 500	PAIRED	Pt0
SRR5102963	NextSeq 500	Smart-seq2	123438350	NextSeq 500	PAIRED	Pt0
SRR5102964	NextSeq 500	Smart-seq2	197786610	NextSeq 500	PAIRED	Pt0
SRR5102965	NextSeq 500	Smart-seq2	196233100	NextSeq 500	PAIRED	Pt0
SRR5102966	NextSeq 500	Smart-seq2	131796910	NextSeq 500	PAIRED	Pt0
SRR5102967	NextSeq 500	Smart-seq2	148473570	NextSeq 500	PAIRED	Pt0
SRR5102968	NextSeq 500	Smart-seq2	95723250	NextSeq 500	PAIRED	Pt0
SRR5102969	NextSeq 500	Smart-seq2	7522060	NextSeq 500	PAIRED	Pt0
SRR5102970	NextSeq 500	Smart-seq2	2347800	NextSeq 500	PAIRED	Pt0
SRR5102971	NextSeq 500	Smart-seq2	95236260	NextSeq 500	PAIRED	Pt0
SRR5102972	NextSeq 500	Smart-seq2	140272510	NextSeq 500	PAIRED	Pt0
SRR5102973	NextSeq 500	Smart-seq2	113822870	NextSeq 500	PAIRED	Pt0
SRR5102974	NextSeq 500	Smart-seq2	97547940	NextSeq 500	PAIRED	Pt0
SRR5102975	NextSeq 500	Smart-seq2	249473000	NextSeq 500	PAIRED	Pt0
SRR5102976	NextSeq 500	Smart-seq2	130946830	NextSeq 500	PAIRED	Pt0
SRR5102977	NextSeq 500	Smart-seq2	52629360	NextSeq 500	PAIRED	Pt0
SRR5102978	NextSeq 500	Smart-seq2	98960050	NextSeq 500	PAIRED	Pt0
SRR5102979	NextSeq 500	Smart-seq2	53176410	NextSeq 500	PAIRED	Pt0
SRR5102980	NextSeq 500	Smart-seq2	139777330	NextSeq 500	PAIRED	Pt0
SRR5102981	NextSeq 500	Smart-seq2	118418650	NextSeq 500	PAIRED	Pt0
SRR5102982	NextSeq 500	Smart-seq2	137826990	NextSeq 500	PAIRED	Pt0
SRR5102983	NextSeq 500	Smart-seq2	121453220	NextSeq 500	PAIRED	Pt0
SRR5102984	NextSeq 500	Smart-seq2	98232890	NextSeq 500	PAIRED	Pt0
SRR5102985	NextSeq 500	Smart-seq2	176411690	NextSeq 500	PAIRED	Pt0
SRR5102986	NextSeq 500	Smart-seq2	132976340	NextSeq 500	PAIRED	Pt0
SRR5102987	NextSeq 500	Smart-seq2	46363100	NextSeq 500	PAIRED	Pt0
SRR5102988	NextSeq 500	Smart-seq2	63884520	NextSeq 500	PAIRED	Pt0
SRR5102989	NextSeq 500	Smart-seq2	63010780	NextSeq 500	PAIRED	Pt0
SRR5102990	NextSeq 500	Smart-seq2	45864140	NextSeq 500	PAIRED	Pt0
SRR5102991	NextSeq 500	Smart-seq2	25133780	NextSeq 500	PAIRED	Pt0
SRR5102992	NextSeq 500	Smart-seq2	77475230	NextSeq 500	PAIRED	Pt0
SRR5102993	NextSeq 500	Smart-seq2	65475410	NextSeq 500	PAIRED	Pt0
SRR5102994	NextSeq 500	Smart-seq2	120010520	NextSeq 500	PAIRED	Pt0
SRR5102995	NextSeq 500	Smart-seq2	73593100	NextSeq 500	PAIRED	Pt0
SRR5102996	NextSeq 500	Smart-seq2	30971990	NextSeq 500	PAIRED	Pt0
SRR5102997	NextSeq 500	Smart-seq2	114813650	NextSeq 500	PAIRED	Pt0
SRR5102998	NextSeq 500	Smart-seq2	63488320	NextSeq 500	PAIRED	Pt0
SRR5102999	NextSeq 500	Smart-seq2	27250580	NextSeq 500	PAIRED	Pt0
SRR5103000	NextSeq 500	Smart-seq2	63903210	NextSeq 500	PAIRED	Pt0
SRR5103001	NextSeq 500	Smart-seq2	85516270	NextSeq 500	PAIRED	Pt0
SRR5103002	NextSeq 500	Smart-seq2	57658230	NextSeq 500	PAIRED	Pt0
SRR5103003	NextSeq 500	Smart-seq2	61717390	NextSeq 500	PAIRED	Pt0
SRR5103004	NextSeq 500	Smart-seq2	46021570	NextSeq 500	PAIRED	Pt0
SRR5103005	NextSeq 500	Smart-seq2	15322090	NextSeq 500	PAIRED	Pt0
SRR5103006	NextSeq 500	Smart-seq2	32576600	NextSeq 500	PAIRED	Pt0
SRR5103007	NextSeq 500	Smart-seq2	152688690	NextSeq 500	PAIRED	Pt0
SRR5103008	NextSeq 500	Smart-seq2	101106320	NextSeq 500	PAIRED	Pt0
SRR5103009	NextSeq 500	Smart-seq2	81632250	NextSeq 500	PAIRED	Pt0
SRR5103010	NextSeq 500	Smart-seq2	25195730	NextSeq 500	PAIRED	Pt0
SRR5103011	NextSeq 500	Smart-seq2	42672700	NextSeq 500	PAIRED	Pt0
SRR5103012	NextSeq 500	Smart-seq2	42345450	NextSeq 500	PAIRED	Pt0
SRR5103013	NextSeq 500	Smart-seq2	10030230	NextSeq 500	PAIRED	Pt0
SRR5103014	NextSeq 500	Smart-seq2	46722550	NextSeq 500	PAIRED	Pt0
SRR5103015	NextSeq 500	Smart-seq2	31623410	NextSeq 500	PAIRED	Pt0
SRR5103016	NextSeq 500	Smart-seq2	33336380	NextSeq 500	PAIRED	Pt0
SRR5103017	NextSeq 500	Smart-seq2	50171240	NextSeq 500	PAIRED	Pt0
SRR5103018	NextSeq 500	Smart-seq2	13605900	NextSeq 500	PAIRED	Pt0
SRR5103019	NextSeq 500	Smart-seq2	123586540	NextSeq 500	PAIRED	Pt0
SRR5103020	NextSeq 500	Smart-seq2	18336990	NextSeq 500	PAIRED	Pt0
SRR5103021	NextSeq 500	Smart-seq2	72921870	NextSeq 500	PAIRED	Pt0
SRR5103022	NextSeq 500	Smart-seq2	80085110	NextSeq 500	PAIRED	Pt0
SRR5103023	NextSeq 500	Smart-seq2	62762770	NextSeq 500	PAIRED	Pt0
SRR5103024	NextSeq 500	Smart-seq2	93984450	NextSeq 500	PAIRED	Pt0
SRR5103025	NextSeq 500	Smart-seq2	79254350	NextSeq 500	PAIRED	Pt0
SRR5103026	NextSeq 500	Smart-seq2	72747290	NextSeq 500	PAIRED	Pt0
SRR5103027	NextSeq 500	Smart-seq2	26112520	NextSeq 500	PAIRED	Pt0
SRR5103028	NextSeq 500	Smart-seq2	1712900	NextSeq 500	PAIRED	Pt0
SRR5103029	NextSeq 500	Smart-seq2	2512510	NextSeq 500	PAIRED	Pt0
SRR5103030	NextSeq 500	Smart-seq2	69602260	NextSeq 500	PAIRED	Pt0
SRR5103031	NextSeq 500	Smart-seq2	3997280	NextSeq 500	PAIRED	Pt0
SRR5103032	NextSeq 500	Smart-seq2	2911160	NextSeq 500	PAIRED	Pt0
SRR5103033	NextSeq 500	Smart-seq2	3158540	NextSeq 500	PAIRED	Pt0
SRR5103034	NextSeq 500	Smart-seq2	139582310	NextSeq 500	PAIRED	Pt0
SRR5103035	NextSeq 500	Smart-seq2	41300700	NextSeq 500	PAIRED	Pt0
SRR5103036	NextSeq 500	Smart-seq2	40750080	NextSeq 500	PAIRED	Pt0
SRR5103037	NextSeq 500	Smart-seq2	71124900	NextSeq 500	PAIRED	Pt0
SRR5103038	NextSeq 500	Smart-seq2	64778210	NextSeq 500	PAIRED	Pt0
SRR5103039	NextSeq 500	Smart-seq2	43952930	NextSeq 500	PAIRED	Pt0
SRR5103040	NextSeq 500	Smart-seq2	41065290	NextSeq 500	PAIRED	Pt0
SRR5103041	NextSeq 500	Smart-seq2	123662280	NextSeq 500	PAIRED	Pt0
SRR5103042	NextSeq 500	Smart-seq2	81037040	NextSeq 500	PAIRED	Pt0
SRR5103043	NextSeq 500	Smart-seq2	121883580	NextSeq 500	PAIRED	Pt0
SRR5103044	NextSeq 500	Smart-seq2	86083270	NextSeq 500	PAIRED	Pt0
SRR5103045	NextSeq 500	Smart-seq2	33457690	NextSeq 500	PAIRED	Pt0
SRR5103046	NextSeq 500	Smart-seq2	30846410	NextSeq 500	PAIRED	Pt0
SRR5103047	NextSeq 500	Smart-seq2	48229580	NextSeq 500	PAIRED	Pt0
SRR5103048	NextSeq 500	Smart-seq2	44603440	NextSeq 500	PAIRED	Pt0
SRR5103049	NextSeq 500	Smart-seq2	28977060	NextSeq 500	PAIRED	Pt0
SRR5103050	NextSeq 500	Smart-seq2	33178390	NextSeq 500	PAIRED	Pt0
SRR5103051	NextSeq 500	Smart-seq2	36118530	NextSeq 500	PAIRED	Pt0
SRR5103052	NextSeq 500	Smart-seq2	136612070	NextSeq 500	PAIRED	Pt0
SRR5103053	NextSeq 500	Smart-seq2	53027170	NextSeq 500	PAIRED	Pt0
SRR5103054	NextSeq 500	Smart-seq2	61566680	NextSeq 500	PAIRED	Pt0
SRR5103055	NextSeq 500	Smart-seq2	204786750	NextSeq 500	PAIRED	Pt0
SRR5103056	NextSeq 500	Smart-seq2	50752240	NextSeq 500	PAIRED	Pt0
SRR5103057	NextSeq 500	Smart-seq2	19146820	NextSeq 500	PAIRED	Pt0
SRR5103058	NextSeq 500	Smart-seq2	39582410	NextSeq 500	PAIRED	Pt0
SRR5103059	NextSeq 500	Smart-seq2	43888180	NextSeq 500	PAIRED	Pt0
SRR5103060	NextSeq 500	Smart-seq2	33352550	NextSeq 500	PAIRED	Pt0
SRR5103061	NextSeq 500	Smart-seq2	31572380	NextSeq 500	PAIRED	Pt0
SRR5103062	NextSeq 500	Smart-seq2	15936060	NextSeq 500	PAIRED	Pt0
SRR5103063	NextSeq 500	Smart-seq2	160591200	NextSeq 500	PAIRED	Pt0
SRR5103064	NextSeq 500	Smart-seq2	48793780	NextSeq 500	PAIRED	Pt0
SRR5103065	NextSeq 500	Smart-seq2	158068050	NextSeq 500	PAIRED	Pt0
SRR5103066	NextSeq 500	Smart-seq2	44961420	NextSeq 500	PAIRED	Pt0
SRR5103067	NextSeq 500	Smart-seq2	44756670	NextSeq 500	PAIRED	Pt0
SRR5103068	NextSeq 500	Smart-seq2	26010250	NextSeq 500	PAIRED	Pt0
SRR5103069	NextSeq 500	Smart-seq2	39503030	NextSeq 500	PAIRED	Pt0
SRR5103070	NextSeq 500	Smart-seq2	19167050	NextSeq 500	PAIRED	Pt0
SRR5103071	NextSeq 500	Smart-seq2	40165440	NextSeq 500	PAIRED	Pt0
SRR5103072	NextSeq 500	Smart-seq2	35323960	NextSeq 500	PAIRED	Pt0
SRR5103073	NextSeq 500	Smart-seq2	56987350	NextSeq 500	PAIRED	Pt0
SRR5103074	NextSeq 500	Smart-seq2	183792420	NextSeq 500	PAIRED	Pt0
SRR5103075	NextSeq 500	Smart-seq2	31538850	NextSeq 500	PAIRED	Pt0
SRR5103076	NextSeq 500	Smart-seq2	67762030	NextSeq 500	PAIRED	Pt0
SRR5103077	NextSeq 500	Smart-seq2	61345060	NextSeq 500	PAIRED	Pt0
SRR5103078	NextSeq 500	Smart-seq2	28618520	NextSeq 500	PAIRED	Pt0
SRR5103079	NextSeq 500	Smart-seq2	4086810	NextSeq 500	PAIRED	Pt0
SRR5103080	NextSeq 500	Smart-seq2	40737480	NextSeq 500	PAIRED	Pt0
SRR5103081	NextSeq 500	Smart-seq2	51467640	NextSeq 500	PAIRED	Pt0
SRR5103082	NextSeq 500	Smart-seq2	40118960	NextSeq 500	PAIRED	Pt0
SRR5103083	NextSeq 500	Smart-seq2	83986350	NextSeq 500	PAIRED	Pt0
SRR5103084	NextSeq 500	Smart-seq2	46202240	NextSeq 500	PAIRED	Pt0
SRR5103085	NextSeq 500	Smart-seq2	154158620	NextSeq 500	PAIRED	Pt0
SRR5103086	NextSeq 500	Smart-seq2	154894880	NextSeq 500	PAIRED	Pt0
SRR5103087	NextSeq 500	Smart-seq2	97994330	NextSeq 500	PAIRED	Pt0
SRR5103088	NextSeq 500	Smart-seq2	122632440	NextSeq 500	PAIRED	Pt0
SRR5103089	NextSeq 500	Smart-seq2	143348800	NextSeq 500	PAIRED	Pt0
SRR5103090	NextSeq 500	Smart-seq2	148774640	NextSeq 500	PAIRED	Pt0
SRR5103091	NextSeq 500	Smart-seq2	95863600	NextSeq 500	PAIRED	Pt0
SRR5103092	NextSeq 500	Smart-seq2	136808700	NextSeq 500	PAIRED	Pt0
SRR5103093	NextSeq 500	Smart-seq2	166230750	NextSeq 500	PAIRED	Pt0
SRR5103094	NextSeq 500	Smart-seq2	167288870	NextSeq 500	PAIRED	Pt0
SRR5103095	NextSeq 500	Smart-seq2	206900330	NextSeq 500	PAIRED	Pt0
SRR5103096	NextSeq 500	Smart-seq2	142881130	NextSeq 500	PAIRED	Pt0
SRR5103097	NextSeq 500	Smart-seq2	82871040	NextSeq 500	PAIRED	Pt0
SRR5103098	NextSeq 500	Smart-seq2	187725650	NextSeq 500	PAIRED	Pt0
SRR5103099	NextSeq 500	Smart-seq2	81792550	NextSeq 500	PAIRED	Pt0
SRR5103100	NextSeq 500	Smart-seq2	4095210	NextSeq 500	PAIRED	Pt0
SRR5103101	NextSeq 500	Smart-seq2	197310890	NextSeq 500	PAIRED	Pt0
SRR5103102	NextSeq 500	Smart-seq2	2532250	NextSeq 500	PAIRED	Pt0
SRR5103103	NextSeq 500	Smart-seq2	49547960	NextSeq 500	PAIRED	Pt0
SRR5103104	NextSeq 500	Smart-seq2	110150950	NextSeq 500	PAIRED	Pt0
SRR5103105	NextSeq 500	Smart-seq2	113334410	NextSeq 500	PAIRED	Pt0
SRR5103106	NextSeq 500	Smart-seq2	143248420	NextSeq 500	PAIRED	Pt0
SRR5103107	NextSeq 500	Smart-seq2	69814150	NextSeq 500	PAIRED	Pt0
SRR5103108	NextSeq 500	Smart-seq2	2776200	NextSeq 500	PAIRED	Pt0
SRR5103109	NextSeq 500	Smart-seq2	51635290	NextSeq 500	PAIRED	Pt0
SRR5103110	NextSeq 500	Smart-seq2	100279550	NextSeq 500	PAIRED	Pt0
SRR5103111	NextSeq 500	Smart-seq2	97794970	NextSeq 500	PAIRED	Pt0
SRR5103112	NextSeq 500	Smart-seq2	166000940	NextSeq 500	PAIRED	Pt0
SRR5103113	NextSeq 500	Smart-seq2	84928970	NextSeq 500	PAIRED	Pt0
SRR5103114	NextSeq 500	Smart-seq2	74701200	NextSeq 500	PAIRED	Pt0
SRR5103115	NextSeq 500	Smart-seq2	126958860	NextSeq 500	PAIRED	Pt0
SRR5103116	NextSeq 500	Smart-seq2	95705680	NextSeq 500	PAIRED	Pt0
SRR5103117	NextSeq 500	Smart-seq2	163114350	NextSeq 500	PAIRED	Pt0
SRR5103118	NextSeq 500	Smart-seq2	28394940	NextSeq 500	PAIRED	Pt0
SRR5103119	NextSeq 500	Smart-seq2	6635300	NextSeq 500	PAIRED	Pt0
SRR5103120	NextSeq 500	Smart-seq2	66008880	NextSeq 500	PAIRED	Pt0
SRR5103121	NextSeq 500	Smart-seq2	26873140	NextSeq 500	PAIRED	Pt0
SRR5103122	NextSeq 500	Smart-seq2	67523190	NextSeq 500	PAIRED	Pt0
SRR5103123	NextSeq 500	Smart-seq2	119953260	NextSeq 500	PAIRED	Pt0
SRR5103124	NextSeq 500	Smart-seq2	13454490	NextSeq 500	PAIRED	Pt0
SRR5103125	NextSeq 500	Smart-seq2	86905770	NextSeq 500	PAIRED	Pt0
SRR5103126	NextSeq 500	Smart-seq2	106908760	NextSeq 500	PAIRED	Pt0
SRR5103127	NextSeq 500	Smart-seq2	26096770	NextSeq 500	PAIRED	Pt0
SRR5103128	NextSeq 500	Smart-seq2	84441560	NextSeq 500	PAIRED	Pt0
SRR5103129	NextSeq 500	Smart-seq2	47633670	NextSeq 500	PAIRED	Pt0
SRR5103130	NextSeq 500	Smart-seq2	165597530	NextSeq 500	PAIRED	Pt0
SRR5103131	NextSeq 500	Smart-seq2	68775140	NextSeq 500	PAIRED	Pt0
SRR5103132	NextSeq 500	Smart-seq2	107198840	NextSeq 500	PAIRED	Pt0
SRR5103133	NextSeq 500	Smart-seq2	59719940	NextSeq 500	PAIRED	Pt0
SRR5103134	NextSeq 500	Smart-seq2	11755590	NextSeq 500	PAIRED	Pt0
SRR5103135	NextSeq 500	Smart-seq2	27709990	NextSeq 500	PAIRED	Pt0
SRR5103136	NextSeq 500	Smart-seq2	21746690	NextSeq 500	PAIRED	Pt0
SRR5103137	NextSeq 500	Smart-seq2	34282850	NextSeq 500	PAIRED	Pt0
SRR5103138	NextSeq 500	Smart-seq2	121141370	NextSeq 500	PAIRED	Pt0
SRR5103139	NextSeq 500	Smart-seq2	72929220	NextSeq 500	PAIRED	Pt0
SRR5103140	NextSeq 500	Smart-seq2	147886620	NextSeq 500	PAIRED	Pt0
SRR5103141	NextSeq 500	Smart-seq2	7607460	NextSeq 500	PAIRED	Pt0
SRR5103142	NextSeq 500	Smart-seq2	17942190	NextSeq 500	PAIRED	Pt0
SRR5103143	NextSeq 500	Smart-seq2	4940180	NextSeq 500	PAIRED	Pt0
SRR5103144	NextSeq 500	Smart-seq2	4790310	NextSeq 500	PAIRED	Pt0
SRR5103145	NextSeq 500	Smart-seq2	25984700	NextSeq 500	PAIRED	Pt0
SRR5103146	NextSeq 500	Smart-seq2	47200020	NextSeq 500	PAIRED	Pt0
SRR5103147	NextSeq 500	Smart-seq2	35060410	NextSeq 500	PAIRED	Pt0
SRR5103148	NextSeq 500	Smart-seq2	61451740	NextSeq 500	PAIRED	Pt0
SRR5103149	NextSeq 500	Smart-seq2	9635780	NextSeq 500	PAIRED	Pt0
SRR5103150	NextSeq 500	Smart-seq2	13163500	NextSeq 500	PAIRED	Pt0
SRR5103151	NextSeq 500	Smart-seq2	28506940	NextSeq 500	PAIRED	Pt0
SRR5103152	NextSeq 500	Smart-seq2	5865090	NextSeq 500	PAIRED	Pt0
SRR5103153	NextSeq 500	Smart-seq2	72212350	NextSeq 500	PAIRED	Pt0
SRR5103154	NextSeq 500	Smart-seq2	8232420	NextSeq 500	PAIRED	Pt0
SRR5103155	NextSeq 500	Smart-seq2	6780620	NextSeq 500	PAIRED	Pt0
SRR5103156	NextSeq 500	Smart-seq2	4249280	NextSeq 500	PAIRED	Pt0
