patient	sample	cell	Tumor	plate	well	Run
TH155	LT_S48	L5_B000869	nonTumor	B000869	L5	SRR10795432
TH155	LT_S48	P1_B000869	nonTumor	B000869	P1	SRR10795670
TH155	LT_S48	G13_B000573	nonTumor	B000573	G13	SRR10796120
TH155	LT_S48	H18_B000575	Tumor	B000575	H18	SRR10796176
TH155	LT_S48	O17_B003078	nonTumor	B003078	O17	SRR10796564
TH155	LT_S48	P10_B003079	nonTumor	B003079	P10	SRR10796614
TH155	LT_S48	O15_B003080	nonTumor	B003080	O15	SRR10797312
TH155	LT_S48	H12_B000573	nonTumor	B000573	H12	SRR10797450
TH155	LT_S48	O21_B000575	nonTumor	B000575	O21	SRR10797733
TH155	LT_S48	P7_B000569	nonTumor	B000569	P7	SRR10797923
TH155	LT_S48	N4_B000575	nonTumor	B000575	N4	SRR10797956
TH266	LT_S75	K13_B003093	nonTumor	B003093	K13	SRR10798490
TH266	LT_S75	O5_B001464	nonTumor	B001464	O5	SRR10798586
TH266	LT_S75	H16_B003093	nonTumor	B003093	H16	SRR10785107
TH266	LT_S75	H16_B003097	nonTumor	B003097	H16	SRR10785108
TH266	LT_S75	H19_B001460	nonTumor	B001460	H19	SRR10785130
TH266	LT_S75	H19_B001464	nonTumor	B001464	H19	SRR10785131
TH266	LT_S75	H19_B003093	nonTumor	B003093	H19	SRR10785154
TH266	LT_S75	H19_B003097	nonTumor	B003097	H19	SRR10785155
TH266	LT_S75	H20_B001460	nonTumor	B001460	H20	SRR10785258
TH266	LT_S75	H20_B001464	nonTumor	B001464	H20	SRR10785259
TH266	LT_S75	H20_B003093	nonTumor	B003093	H20	SRR10785278
TH266	LT_S75	H20_B003097	nonTumor	B003097	H20	SRR10785279
TH266	LT_S75	H21_B001460	nonTumor	B001460	H21	SRR10785333
TH266	LT_S75	H21_B003097	nonTumor	B003097	H21	SRR10785350
TH266	LT_S75	H22_B001464	nonTumor	B001464	H22	SRR10785396
TH266	LT_S75	H22_B003093	nonTumor	B003093	H22	SRR10785412
TH266	LT_S75	H22_B003097	nonTumor	B003097	H22	SRR10785413
TH266	LT_S75	H3_B001464	nonTumor	B001464	H3	SRR10785462
TH266	LT_S75	H4_B001464	Tumor	B001464	H4	SRR10785525
TH266	LT_S75	H7_B001460	nonTumor	B001460	H7	SRR10785622
TH266	LT_S75	I11_B003097	nonTumor	B003097	I11	SRR10785845
TH266	LT_S75	I12_B001460	nonTumor	B001460	I12	SRR10785876
TH266	LT_S75	I12_B001464	nonTumor	B001464	I12	SRR10785877
TH266	LT_S75	I12_B003093	nonTumor	B003093	I12	SRR10785897
TH266	LT_S75	I12_B003097	nonTumor	B003097	I12	SRR10785898
TH266	LT_S75	I13_B001460	nonTumor	B001460	I13	SRR10785937
TH266	LT_S75	I13_B003093	nonTumor	B003093	I13	SRR10785958
TH266	LT_S75	I13_B003097	nonTumor	B003097	I13	SRR10785959
TH266	LT_S75	I14_B001460	nonTumor	B001460	I14	SRR10786005
TH266	LT_S75	I14_B001464	nonTumor	B001464	I14	SRR10786006
TH266	LT_S75	I14_B003093	nonTumor	B003093	I14	SRR10786028
TH266	LT_S75	I14_B003097	nonTumor	B003097	I14	SRR10786029
TH266	LT_S75	I15_B001460	nonTumor	B001460	I15	SRR10786073
TH266	LT_S75	I15_B001464	nonTumor	B001464	I15	SRR10786074
TH266	LT_S75	I15_B003093	nonTumor	B003093	I15	SRR10786095
TH266	LT_S75	I17_B001460	nonTumor	B001460	I17	SRR10786112
TH266	LT_S75	I17_B001464	nonTumor	B001464	I17	SRR10786113
TH266	LT_S75	I17_B003093	nonTumor	B003093	I17	SRR10786138
TH266	LT_S75	I17_B003097	nonTumor	B003097	I17	SRR10786139
TH266	LT_S75	I18_B001460	nonTumor	B001460	I18	SRR10786178
TH266	LT_S75	I18_B003093	nonTumor	B003093	I18	SRR10786199
TH266	LT_S75	I18_B003097	nonTumor	B003097	I18	SRR10786200
TH266	LT_S75	I19_B001464	nonTumor	B001464	I19	SRR10786249
TH266	LT_S75	I19_B003093	nonTumor	B003093	I19	SRR10786267
TH266	LT_S75	I19_B003097	nonTumor	B003097	I19	SRR10786268
TH266	LT_S75	I2_B001464	nonTumor	B001464	I2	SRR10786316
TH266	LT_S75	I20_B001464	nonTumor	B001464	I20	SRR10786379
TH266	LT_S75	I20_B003093	nonTumor	B003093	I20	SRR10786400
TH266	LT_S75	I21_B001460	nonTumor	B001460	I21	SRR10786453
TH266	LT_S75	I21_B003093	nonTumor	B003093	I21	SRR10786472
TH266	LT_S75	I21_B003097	nonTumor	B003097	I21	SRR10786473
TH266	LT_S75	I22_B001460	nonTumor	B001460	I22	SRR10786521
TH266	LT_S75	I22_B003093	nonTumor	B003093	I22	SRR10786539
TH266	LT_S75	I22_B003097	nonTumor	B003097	I22	SRR10786540
TH266	LT_S75	I3_B001464	nonTumor	B001464	I3	SRR10786581
TH266	LT_S75	I4_B001464	nonTumor	B001464	I4	SRR10786633
TH266	LT_S75	I5_B001464	Tumor	B001464	I5	SRR10786694
TH266	LT_S75	I6_B001460	nonTumor	B001460	I6	SRR10786748
TH266	LT_S75	I9_B003093	nonTumor	B003093	I9	SRR10786941
TH266	LT_S75	J1_B001464	nonTumor	B001464	J1	SRR10786979
TH266	LT_S75	J12_B001460	nonTumor	B001460	J12	SRR10787142
TH266	LT_S75	J12_B001464	nonTumor	B001464	J12	SRR10787143
TH266	LT_S75	J13_B001460	nonTumor	B001460	J13	SRR10787202
TH266	LT_S75	J13_B001464	nonTumor	B001464	J13	SRR10787203
TH266	LT_S75	J13_B003093	nonTumor	B003093	J13	SRR10787223
TH266	LT_S75	J13_B003097	nonTumor	B003097	J13	SRR10787224
TH266	LT_S75	J14_B001460	nonTumor	B001460	J14	SRR10787256
TH266	LT_S75	J14_B001464	nonTumor	B001464	J14	SRR10787257
TH266	LT_S75	J14_B003093	nonTumor	B003093	J14	SRR10787279
TH266	LT_S75	J14_B003097	nonTumor	B003097	J14	SRR10787280
TH266	LT_S75	J15_B001460	nonTumor	B001460	J15	SRR10787319
TH266	LT_S75	J15_B003093	nonTumor	B003093	J15	SRR10787339
TH266	LT_S75	J16_B001460	nonTumor	B001460	J16	SRR10787379
TH266	LT_S75	J16_B001464	nonTumor	B001464	J16	SRR10787380
TH266	LT_S75	J16_B003093	nonTumor	B003093	J16	SRR10787402
TH266	LT_S75	J17_B001460	nonTumor	B001460	J17	SRR10787444
TH266	LT_S75	J17_B001464	nonTumor	B001464	J17	SRR10787445
TH266	LT_S75	J17_B003097	nonTumor	B003097	J17	SRR10787466
TH266	LT_S75	J18_B001460	nonTumor	B001460	J18	SRR10787508
TH266	LT_S75	J18_B001464	nonTumor	B001464	J18	SRR10787509
TH266	LT_S75	J18_B003093	nonTumor	B003093	J18	SRR10787527
TH266	LT_S75	J19_B001460	nonTumor	B001460	J19	SRR10787568
TH266	LT_S75	J19_B003093	nonTumor	B003093	J19	SRR10787587
TH266	LT_S75	J19_B003097	nonTumor	B003097	J19	SRR10787588
TH266	LT_S75	J2_B001464	nonTumor	B001464	J2	SRR10787629
TH266	LT_S75	J20_B001460	nonTumor	B001460	J20	SRR10787689
TH266	LT_S75	J20_B001464	nonTumor	B001464	J20	SRR10787690
TH266	LT_S75	J20_B003093	nonTumor	B003093	J20	SRR10787713
TH266	LT_S75	J20_B003097	nonTumor	B003097	J20	SRR10787714
TH266	LT_S75	J21_B001460	nonTumor	B001460	J21	SRR10787764
TH266	LT_S75	J21_B001464	nonTumor	B001464	J21	SRR10787765
TH266	LT_S75	J21_B003093	nonTumor	B003093	J21	SRR10787783
TH266	LT_S75	J21_B003097	nonTumor	B003097	J21	SRR10787784
TH266	LT_S75	J22_B001460	nonTumor	B001460	J22	SRR10787824
TH266	LT_S75	J22_B001464	nonTumor	B001464	J22	SRR10787825
TH266	LT_S75	J22_B003093	nonTumor	B003093	J22	SRR10787846
TH266	LT_S75	J3_B001464	nonTumor	B001464	J3	SRR10787887
TH266	LT_S75	J3_B003093	Tumor	B003093	J3	SRR10787908
TH266	LT_S75	J4_B001464	nonTumor	B001464	J4	SRR10787953
TH266	LT_S75	J5_B001464	nonTumor	B001464	J5	SRR10788008
TH266	LT_S75	J6_B001464	nonTumor	B001464	J6	SRR10788058
TH266	LT_S75	K1_B001464	nonTumor	B001464	K1	SRR10788196
TH266	LT_S75	K14_B003093	nonTumor	B003093	K14	SRR10788299
TH266	LT_S75	K14_B003097	nonTumor	B003097	K14	SRR10788300
TH266	LT_S75	K15_B001460	nonTumor	B001460	K15	SRR10788341
TH266	LT_S75	K15_B001464	nonTumor	B001464	K15	SRR10788342
TH266	LT_S75	K15_B003093	nonTumor	B003093	K15	SRR10788365
TH266	LT_S75	K15_B003097	nonTumor	B003097	K15	SRR10788366
TH266	LT_S75	K16_B003093	nonTumor	B003093	K16	SRR10788436
TH266	LT_S75	K16_B003097	nonTumor	B003097	K16	SRR10788437
TH266	LT_S75	K2_B001464	nonTumor	B001464	K2	SRR10788483
TH266	LT_S75	K20_B001460	nonTumor	B001460	K20	SRR10788534
TH266	LT_S75	K20_B001464	nonTumor	B001464	K20	SRR10788535
TH266	LT_S75	K20_B003093	nonTumor	B003093	K20	SRR10788552
TH266	LT_S75	K20_B003097	nonTumor	B003097	K20	SRR10788553
TH266	LT_S75	L1_B001464	nonTumor	B001464	L1	SRR10788591
TH266	LT_S75	L12_B001460	nonTumor	B001460	L12	SRR10788667
TH266	LT_S75	L12_B003097	nonTumor	B003097	L12	SRR10788688
TH266	LT_S75	L13_B001460	nonTumor	B001460	L13	SRR10788720
TH266	LT_S75	L13_B001464	nonTumor	B001464	L13	SRR10788721
TH266	LT_S75	L16_B001460	nonTumor	B001460	L16	SRR10788741
TH266	LT_S75	L16_B001464	nonTumor	B001464	L16	SRR10788742
TH266	LT_S75	L16_B003093	nonTumor	B003093	L16	SRR10788767
TH266	LT_S75	L16_B003097	nonTumor	B003097	L16	SRR10788768
TH266	LT_S75	L17_B001460	nonTumor	B001460	L17	SRR10788808
TH266	LT_S75	L17_B001464	nonTumor	B001464	L17	SRR10788809
TH266	LT_S75	L17_B003093	nonTumor	B003093	L17	SRR10788832
TH266	LT_S75	L17_B003097	nonTumor	B003097	L17	SRR10788833
TH266	LT_S75	L18_B001460	nonTumor	B001460	L18	SRR10788875
TH266	LT_S75	L18_B001464	nonTumor	B001464	L18	SRR10788876
TH266	LT_S75	L18_B003093	nonTumor	B003093	L18	SRR10788904
TH266	LT_S75	L18_B003097	nonTumor	B003097	L18	SRR10788905
TH266	LT_S75	L19_B001460	nonTumor	B001460	L19	SRR10788945
TH266	LT_S75	L19_B001464	nonTumor	B001464	L19	SRR10788946
TH266	LT_S75	L19_B003093	nonTumor	B003093	L19	SRR10788966
TH266	LT_S75	L19_B003097	nonTumor	B003097	L19	SRR10788967
TH266	LT_S75	L2_B001464	Tumor	B001464	L2	SRR10789008
TH266	LT_S75	L20_B001460	nonTumor	B001460	L20	SRR10789069
TH266	LT_S75	L20_B001464	nonTumor	B001464	L20	SRR10789070
TH266	LT_S75	L6_B001464	nonTumor	B001464	L6	SRR10789115
TH266	LT_S75	M1_B001464	Tumor	B001464	M1	SRR10789262
TH266	LT_S75	M10_B003097	nonTumor	B003097	M10	SRR10789332
TH266	LT_S75	M11_B001460	nonTumor	B001460	M11	SRR10789366
TH266	LT_S75	M12_B001464	nonTumor	B001464	M12	SRR10789422
TH266	LT_S75	M15_B003093	nonTumor	B003093	M15	SRR10789446
TH266	LT_S75	M15_B003097	nonTumor	B003097	M15	SRR10789447
TH266	LT_S75	M16_B001460	nonTumor	B001460	M16	SRR10789488
TH266	LT_S75	M16_B001464	nonTumor	B001464	M16	SRR10789489
TH266	LT_S75	M16_B003093	nonTumor	B003093	M16	SRR10789508
TH266	LT_S75	M16_B003097	nonTumor	B003097	M16	SRR10789509
TH266	LT_S75	M17_B001460	nonTumor	B001460	M17	SRR10789549
TH266	LT_S75	M17_B003097	nonTumor	B003097	M17	SRR10789570
TH266	LT_S75	M18_B001460	nonTumor	B001460	M18	SRR10789614
TH266	LT_S75	M18_B001464	nonTumor	B001464	M18	SRR10789615
TH266	LT_S75	M18_B003093	nonTumor	B003093	M18	SRR10789633
TH266	LT_S75	M18_B003097	nonTumor	B003097	M18	SRR10789634
TH266	LT_S75	M19_B001460	nonTumor	B001460	M19	SRR10789676
TH266	LT_S75	M19_B001464	nonTumor	B001464	M19	SRR10789677
TH266	LT_S75	M19_B003093	nonTumor	B003093	M19	SRR10789698
TH266	LT_S75	M19_B003097	nonTumor	B003097	M19	SRR10789699
TH266	LT_S75	M2_B001460	Tumor	B001460	M2	SRR10789738
TH266	LT_S75	M2_B001464	nonTumor	B001464	M2	SRR10789739
TH266	LT_S75	M20_B001460	nonTumor	B001460	M20	SRR10789795
TH266	LT_S75	M20_B001464	nonTumor	B001464	M20	SRR10789796
TH266	LT_S75	M20_B003093	nonTumor	B003093	M20	SRR10789814
TH266	LT_S75	M20_B003097	nonTumor	B003097	M20	SRR10789815
TH266	LT_S75	M21_B001460	nonTumor	B001460	M21	SRR10789857
TH266	LT_S75	M21_B001464	nonTumor	B001464	M21	SRR10789858
TH266	LT_S75	M21_B003093	nonTumor	B003093	M21	SRR10789879
TH266	LT_S75	M21_B003097	nonTumor	B003097	M21	SRR10789880
TH266	LT_S75	M22_B001460	nonTumor	B001460	M22	SRR10789920
TH266	LT_S75	M22_B001464	nonTumor	B001464	M22	SRR10789921
TH266	LT_S75	M22_B003097	nonTumor	B003097	M22	SRR10789940
TH266	LT_S75	M3_B001460	nonTumor	B001460	M3	SRR10789981
TH266	LT_S75	M4_B001464	nonTumor	B001464	M4	SRR10790040
TH266	LT_S75	M5_B001464	Tumor	B001464	M5	SRR10790095
TH266	LT_S75	N1_B001464	nonTumor	B001464	N1	SRR10790371
TH266	LT_S75	N13_B003097	nonTumor	B003097	N13	SRR10790415
TH266	LT_S75	N14_B001460	nonTumor	B001460	N14	SRR10790448
TH266	LT_S75	N14_B001464	nonTumor	B001464	N14	SRR10790449
TH266	LT_S75	N14_B003097	nonTumor	B003097	N14	SRR10790473
TH266	LT_S75	N15_B001460	nonTumor	B001460	N15	SRR10790516
TH266	LT_S75	N15_B001464	nonTumor	B001464	N15	SRR10790517
TH266	LT_S75	N15_B003093	nonTumor	B003093	N15	SRR10790537
TH266	LT_S75	N15_B003097	nonTumor	B003097	N15	SRR10790538
TH266	LT_S75	N19_B001464	nonTumor	B001464	N19	SRR10790601
TH266	LT_S75	N19_B003097	nonTumor	B003097	N19	SRR10790618
TH266	LT_S75	N20_B001464	nonTumor	B001464	N20	SRR10790713
TH266	LT_S75	N20_B003093	nonTumor	B003093	N20	SRR10790732
TH266	LT_S75	N20_B003097	nonTumor	B003097	N20	SRR10790733
TH266	LT_S75	N21_B001460	nonTumor	B001460	N21	SRR10790781
TH266	LT_S75	N21_B001464	nonTumor	B001464	N21	SRR10790782
TH266	LT_S75	N21_B003093	nonTumor	B003093	N21	SRR10790803
TH266	LT_S75	N21_B003097	nonTumor	B003097	N21	SRR10790804
TH266	LT_S75	N9_B001460	nonTumor	B001460	N9	SRR10790960
TH266	LT_S75	O12_B003093	nonTumor	B003093	O12	SRR10791015
TH266	LT_S75	O12_B003097	nonTumor	B003097	O12	SRR10791016
TH266	LT_S75	O13_B001460	nonTumor	B001460	O13	SRR10791052
TH266	LT_S75	O13_B001464	nonTumor	B001464	O13	SRR10791053
TH266	LT_S75	O13_B003093	nonTumor	B003093	O13	SRR10791069
TH266	LT_S75	O15_B003093	nonTumor	B003093	O15	SRR10791101
TH266	LT_S75	O16_B001460	nonTumor	B001460	O16	SRR10791144
TH266	LT_S75	O16_B003093	nonTumor	B003093	O16	SRR10791163
TH266	LT_S75	O16_B003097	nonTumor	B003097	O16	SRR10791164
TH266	LT_S75	P18_B001464	nonTumor	B001464	P18	SRR10791214
TH266	LT_S75	P18_B003093	nonTumor	B003093	P18	SRR10791234
TH266	LT_S75	P18_B003097	nonTumor	B003097	P18	SRR10791235
TH266	LT_S75	P19_B001460	nonTumor	B001460	P19	SRR10791275
TH266	LT_S75	P19_B001464	nonTumor	B001464	P19	SRR10791276
TH266	LT_S75	B19_B003093	nonTumor	B003093	B19	SRR10791428
TH266	LT_S75	B19_B003097	nonTumor	B003097	B19	SRR10791429
TH266	LT_S75	B2_B001464	nonTumor	B001464	B2	SRR10791472
TH266	LT_S75	C14_B001460	nonTumor	B001460	C14	SRR10791545
TH266	LT_S75	C14_B001464	nonTumor	B001464	C14	SRR10791546
TH266	LT_S75	C14_B003093	nonTumor	B003093	C14	SRR10791569
TH266	LT_S75	C14_B003097	nonTumor	B003097	C14	SRR10791570
TH266	LT_S75	C16_B003093	nonTumor	B003093	C16	SRR10791613
TH266	LT_S75	C16_B003097	nonTumor	B003097	C16	SRR10791614
TH266	LT_S75	C17_B001460	nonTumor	B001460	C17	SRR10791662
TH266	LT_S75	C17_B003093	nonTumor	B003093	C17	SRR10791685
TH266	LT_S75	C17_B003097	nonTumor	B003097	C17	SRR10791686
TH266	LT_S75	C18_B001460	nonTumor	B001460	C18	SRR10791734
TH266	LT_S75	C18_B001464	nonTumor	B001464	C18	SRR10791735
TH266	LT_S75	C18_B003093	nonTumor	B003093	C18	SRR10791752
TH266	LT_S75	C18_B003097	nonTumor	B003097	C18	SRR10791753
TH266	LT_S75	D18_B001460	nonTumor	B001460	D18	SRR10791786
TH266	LT_S75	D18_B001464	nonTumor	B001464	D18	SRR10791787
TH266	LT_S75	D18_B003093	nonTumor	B003093	D18	SRR10791806
TH266	LT_S75	D18_B003097	nonTumor	B003097	D18	SRR10791807
TH266	LT_S75	D19_B001460	nonTumor	B001460	D19	SRR10791855
TH266	LT_S75	D19_B001464	nonTumor	B001464	D19	SRR10791856
TH266	LT_S75	E21_B001460	nonTumor	B001460	E21	SRR10791864
TH266	LT_S75	E21_B003093	nonTumor	B003093	E21	SRR10791886
TH266	LT_S75	E21_B003097	nonTumor	B003097	E21	SRR10791887
TH266	LT_S75	E22_B001460	nonTumor	B001460	E22	SRR10791940
TH266	LT_S75	E22_B001464	nonTumor	B001464	E22	SRR10791941
TH266	LT_S75	F16_B003097	nonTumor	B003097	F16	SRR10791952
TH266	LT_S75	F17_B001460	nonTumor	B001460	F17	SRR10791994
TH266	LT_S75	F17_B001464	nonTumor	B001464	F17	SRR10791995
TH266	LT_S75	F17_B003093	nonTumor	B003093	F17	SRR10792018
TH266	LT_S75	F17_B003097	nonTumor	B003097	F17	SRR10792019
TH266	LT_S75	F21_B001460	Tumor	B001460	F21	SRR10792070
TH266	LT_S75	F21_B001464	nonTumor	B001464	F21	SRR10792071
TH266	LT_S75	F21_B003093	nonTumor	B003093	F21	SRR10792089
TH266	LT_S75	F21_B003097	nonTumor	B003097	F21	SRR10792090
TH266	LT_S75	F9_B003093	nonTumor	B003093	F9	SRR10792167
TH266	LT_S75	G1_B001464	nonTumor	B001464	G1	SRR10792215
TH266	LT_S75	G22_B003093	nonTumor	B003093	G22	SRR10792304
TH266	LT_S75	G22_B003097	nonTumor	B003097	G22	SRR10792305
TH266	LT_S75	G3_B001464	nonTumor	B001464	G3	SRR10792353
TH266	LT_S75	H13_B001460	nonTumor	B001460	H13	SRR10792412
TH266	LT_S75	H13_B003093	nonTumor	B003093	H13	SRR10792431
TH266	LT_S75	H13_B003097	nonTumor	B003097	H13	SRR10792432
TH266	LT_S75	H14_B001460	nonTumor	B001460	H14	SRR10792469
TH266	LT_S75	H14_B001464	nonTumor	B001464	H14	SRR10792470
TH266	LT_S75	H14_B003093	nonTumor	B003093	H14	SRR10792492
TH266	LT_S75	H14_B003097	nonTumor	B003097	H14	SRR10792493
TH266	LT_S75	H15_B001460	nonTumor	B001460	H15	SRR10792536
TH266	LT_S75	H15_B003093	nonTumor	B003093	H15	SRR10792559
TH266	LT_S75	H15_B003097	nonTumor	B003097	H15	SRR10792560
TH266	LT_S75	H5_B001464	nonTumor	B001464	H5	SRR10792583
TH266	LT_S75	I1_B001464	Tumor	B001464	I1	SRR10792707
TH266	LT_S75	I16_B001460	nonTumor	B001460	I16	SRR10792782
TH266	LT_S75	I16_B001464	nonTumor	B001464	I16	SRR10792783
TH266	LT_S75	I16_B003093	nonTumor	B003093	I16	SRR10792804
TH266	LT_S75	I16_B003097	nonTumor	B003097	I16	SRR10792805
TH266	LT_S75	K17_B003093	nonTumor	B003093	K17	SRR10792947
TH266	LT_S75	K17_B003097	nonTumor	B003097	K17	SRR10792948
TH266	LT_S75	K18_B001464	nonTumor	B001464	K18	SRR10792986
TH266	LT_S75	K21_B001460	nonTumor	B001460	K21	SRR10793053
TH266	LT_S75	K21_B001464	nonTumor	B001464	K21	SRR10793054
TH266	LT_S75	K21_B003093	nonTumor	B003093	K21	SRR10793071
TH266	LT_S75	K21_B003097	nonTumor	B003097	K21	SRR10793072
TH266	LT_S75	K22_B001460	nonTumor	B001460	K22	SRR10793116
TH266	LT_S75	K22_B003093	nonTumor	B003093	K22	SRR10793136
TH266	LT_S75	K22_B003097	nonTumor	B003097	K22	SRR10793137
TH266	LT_S75	K3_B001464	nonTumor	B001464	K3	SRR10793181
TH266	LT_S75	K5_B001464	nonTumor	B001464	K5	SRR10793297
TH266	LT_S75	K5_B003097	nonTumor	B003097	K5	SRR10793315
TH266	LT_S75	K6_B001464	nonTumor	B001464	K6	SRR10793350
TH266	LT_S75	M12_B003097	nonTumor	B003097	M12	SRR10793628
TH266	LT_S75	M13_B001460	nonTumor	B001460	M13	SRR10793666
TH266	LT_S75	M13_B001464	nonTumor	B001464	M13	SRR10793667
TH266	LT_S75	M13_B003093	nonTumor	B003093	M13	SRR10793687
TH266	LT_S75	M13_B003097	nonTumor	B003097	M13	SRR10793688
TH266	LT_S75	M14_B003093	nonTumor	B003093	M14	SRR10793749
TH266	LT_S75	M14_B003097	nonTumor	B003097	M14	SRR10793750
TH266	LT_S75	M15_B001460	nonTumor	B001460	M15	SRR10793793
TH266	LT_S75	N16_B001460	nonTumor	B001460	N16	SRR10793886
TH266	LT_S75	N16_B001464	nonTumor	B001464	N16	SRR10793887
TH266	LT_S75	N16_B003093	nonTumor	B003093	N16	SRR10793913
TH266	LT_S75	N16_B003097	nonTumor	B003097	N16	SRR10793914
TH266	LT_S75	N17_B001464	nonTumor	B001464	N17	SRR10793954
TH266	LT_S75	N17_B003093	nonTumor	B003093	N17	SRR10793979
TH266	LT_S75	N17_B003097	nonTumor	B003097	N17	SRR10793980
TH266	LT_S75	N18_B001460	nonTumor	B001460	N18	SRR10794019
TH266	LT_S75	N18_B001464	nonTumor	B001464	N18	SRR10794020
TH266	LT_S75	N18_B003093	nonTumor	B003093	N18	SRR10794042
TH266	LT_S75	N18_B003097	nonTumor	B003097	N18	SRR10794043
TH266	LT_S75	O21_B003093	nonTumor	B003093	O21	SRR10794157
TH266	LT_S75	O21_B003097	nonTumor	B003097	O21	SRR10794158
TH266	LT_S75	O22_B001464	nonTumor	B001464	O22	SRR10794200
TH266	LT_S75	O22_B003093	nonTumor	B003093	O22	SRR10794221
TH266	LT_S75	O22_B003097	nonTumor	B003097	O22	SRR10794222
TH266	LT_S75	P12_B001460	nonTumor	B001460	P12	SRR10794330
TH266	LT_S75	P12_B001464	nonTumor	B001464	P12	SRR10794331
TH266	LT_S75	P12_B003093	nonTumor	B003093	P12	SRR10794349
TH266	LT_S75	P12_B003097	nonTumor	B003097	P12	SRR10794350
TH266	LT_S75	P13_B001460	nonTumor	B001460	P13	SRR10794388
TH266	LT_S75	P13_B001464	nonTumor	B001464	P13	SRR10794389
TH266	LT_S75	P13_B003093	nonTumor	B003093	P13	SRR10794406
TH266	LT_S75	P13_B003097	nonTumor	B003097	P13	SRR10794407
TH266	LT_S75	P14_B001460	nonTumor	B001460	P14	SRR10794445
TH266	LT_S75	P14_B001464	nonTumor	B001464	P14	SRR10794446
TH266	LT_S75	P14_B003093	nonTumor	B003093	P14	SRR10794466
TH266	LT_S75	P14_B003097	nonTumor	B003097	P14	SRR10794467
TH266	LT_S75	P20_B001460	nonTumor	B001460	P20	SRR10794531
TH266	LT_S75	P20_B001464	nonTumor	B001464	P20	SRR10794532
TH266	LT_S75	P20_B003093	nonTumor	B003093	P20	SRR10794552
TH266	LT_S75	B18_B001460	nonTumor	B001460	B18	SRR10794591
TH266	LT_S75	B18_B001464	nonTumor	B001464	B18	SRR10794592
TH266	LT_S75	B18_B003093	nonTumor	B003093	B18	SRR10794613
TH266	LT_S75	B18_B003097	nonTumor	B003097	B18	SRR10794614
TH266	LT_S75	B19_B001460	nonTumor	B001460	B19	SRR10794660
TH266	LT_S75	B19_B001464	nonTumor	B001464	B19	SRR10794661
TH266	LT_S75	G17_B001460	nonTumor	B001460	G17	SRR10794712
TH266	LT_S75	G17_B001464	nonTumor	B001464	G17	SRR10794713
TH266	LT_S75	G17_B003097	nonTumor	B003097	G17	SRR10794734
TH266	LT_S75	G4_B001464	nonTumor	B001464	G4	SRR10794794
TH266	LT_S75	H17_B001460	nonTumor	B001460	H17	SRR10794965
TH266	LT_S75	H17_B001464	nonTumor	B001464	H17	SRR10794966
TH266	LT_S75	H17_B003093	nonTumor	B003093	H17	SRR10794989
TH266	LT_S75	H17_B003097	nonTumor	B003097	H17	SRR10794990
TH266	LT_S75	E15_B003093	nonTumor	B003093	E15	SRR10782234
TH266	LT_S75	E16_B001460	nonTumor	B001460	E16	SRR10782272
TH266	LT_S75	E17_B003097	nonTumor	B003097	E17	SRR10782362
TH266	LT_S75	E18_B003093	nonTumor	B003093	E18	SRR10782426
TH266	LT_S75	E18_B003097	nonTumor	B003097	E18	SRR10782427
TH266	LT_S75	E19_B003097	nonTumor	B003097	E19	SRR10782491
TH266	LT_S75	E22_B003097	nonTumor	B003097	E22	SRR10782679
TH266	LT_S75	E4_B001464	nonTumor	B001464	E4	SRR10782788
TH266	LT_S75	E5_B001464	nonTumor	B001464	E5	SRR10782844
TH266	LT_S75	E6_B001464	nonTumor	B001464	E6	SRR10782905
TH266	LT_S75	F12_B001460	nonTumor	B001460	F12	SRR10783350
TH266	LT_S75	F12_B001464	nonTumor	B001464	F12	SRR10783351
TH266	LT_S75	F12_B003093	nonTumor	B003093	F12	SRR10783370
TH266	LT_S75	F14_B001460	nonTumor	B001460	F14	SRR10783388
TH266	LT_S75	F14_B001464	nonTumor	B001464	F14	SRR10783389
TH266	LT_S75	F14_B003093	nonTumor	B003093	F14	SRR10783412
TH266	LT_S75	F15_B001460	nonTumor	B001460	F15	SRR10783457
TH266	LT_S75	F15_B003093	nonTumor	B003093	F15	SRR10783481
TH266	LT_S75	F16_B001460	nonTumor	B001460	F16	SRR10783521
TH266	LT_S75	F16_B001464	nonTumor	B001464	F16	SRR10783522
TH266	LT_S75	F18_B001460	nonTumor	B001460	F18	SRR10783573
TH266	LT_S75	F18_B001464	nonTumor	B001464	F18	SRR10783574
TH266	LT_S75	F18_B003093	nonTumor	B003093	F18	SRR10783597
TH266	LT_S75	F18_B003097	nonTumor	B003097	F18	SRR10783598
TH266	LT_S75	F19_B001460	nonTumor	B001460	F19	SRR10783641
TH266	LT_S75	F19_B003093	nonTumor	B003093	F19	SRR10783664
TH266	LT_S75	F19_B003097	nonTumor	B003097	F19	SRR10783665
TH266	LT_S75	F20_B001464	nonTumor	B001464	F20	SRR10783774
TH266	LT_S75	G12_B001460	nonTumor	B001460	G12	SRR10784233
TH266	LT_S75	G12_B001464	nonTumor	B001464	G12	SRR10784234
TH266	LT_S75	G15_B001460	nonTumor	B001460	G15	SRR10784328
TH266	LT_S75	G15_B003097	nonTumor	B003097	G15	SRR10784352
TH266	LT_S75	G16_B001460	nonTumor	B001460	G16	SRR10784392
TH266	LT_S75	G16_B003093	nonTumor	B003093	G16	SRR10784415
