patient	sample	cell	Tumor	plate	well	Run
TH185	LT_S23	G14_B003046	nonTumor	B003046	G14	SRR10784284
TH185	LT_S23	G15_B003048	nonTumor	B003048	G15	SRR10784347
TH185	LT_S23	G2_B003048	nonTumor	B003048	G2	SRR10784585
TH185	LT_S23	G21_B003048	nonTumor	B003048	G21	SRR10784713
TH185	LT_S23	G22_B003048	nonTumor	B003048	G22	SRR10784777
TH185	LT_S23	G8_B003048	nonTumor	B003048	G8	SRR10784900
TH185	LT_S23	H10_B003048	nonTumor	B003048	H10	SRR10784995
TH185	LT_S23	O7_B003048	nonTumor	B003048	O7	SRR10777287
TH185	LT_S23	A10_B003048	nonTumor	B003048	A10	SRR10777383
TH185	LT_S23	A11_B003048	nonTumor	B003048	A11	SRR10777442
TH185	LT_S23	A12_B003048	nonTumor	B003048	A12	SRR10777501
TH185	LT_S23	A13_B003046	nonTumor	B003046	A13	SRR10777547
TH185	LT_S23	A15_B003046	nonTumor	B003046	A15	SRR10777671
TH185	LT_S23	A15_B003048	nonTumor	B003048	A15	SRR10777672
TH185	LT_S23	A16_B003048	nonTumor	B003048	A16	SRR10777739
TH185	LT_S23	A19_B003048	nonTumor	B003048	A19	SRR10777843
TH185	LT_S23	A2_B003048	nonTumor	B003048	A2	SRR10777899
TH185	LT_S23	A21_B003046	nonTumor	B003046	A21	SRR10778030
TH185	LT_S23	A21_B003048	nonTumor	B003048	A21	SRR10778031
TH185	LT_S23	A22_B003048	nonTumor	B003048	A22	SRR10778097
TH185	LT_S23	A4_B003048	nonTumor	B003048	A4	SRR10778209
TH185	LT_S23	A5_B003048	nonTumor	B003048	A5	SRR10778267
TH185	LT_S23	A9_B003048	nonTumor	B003048	A9	SRR10778414
TH185	LT_S23	B1_B003048	nonTumor	B003048	B1	SRR10778469
TH185	LT_S23	B10_B003048	nonTumor	B003048	B10	SRR10778526
TH185	LT_S23	B11_B003048	nonTumor	B003048	B11	SRR10778588
TH185	LT_S23	B15_B003046	nonTumor	B003046	B15	SRR10778719
TH185	LT_S23	B15_B003048	nonTumor	B003048	B15	SRR10778720
TH185	LT_S23	B16_B003048	nonTumor	B003048	B16	SRR10778784
TH185	LT_S23	B20_B003046	nonTumor	B003046	B20	SRR10778842
TH185	LT_S23	B20_B003048	nonTumor	B003048	B20	SRR10778843
TH185	LT_S23	B21_B003048	nonTumor	B003048	B21	SRR10778904
TH185	LT_S23	B3_B003048	nonTumor	B003048	B3	SRR10779019
TH185	LT_S23	B5_B003048	nonTumor	B003048	B5	SRR10779145
TH185	LT_S23	B6_B003048	nonTumor	B003048	B6	SRR10779210
TH185	LT_S23	B8_B003048	nonTumor	B003048	B8	SRR10779327
TH185	LT_S23	B9_B003048	nonTumor	B003048	B9	SRR10779390
TH185	LT_S23	C1_B003048	nonTumor	B003048	C1	SRR10779445
TH185	LT_S23	C10_B003048	nonTumor	B003048	C10	SRR10779510
TH185	LT_S23	C11_B003048	nonTumor	B003048	C11	SRR10779564
TH185	LT_S23	C12_B003046	nonTumor	B003046	C12	SRR10779621
TH185	LT_S23	C12_B003048	nonTumor	B003048	C12	SRR10779622
TH185	LT_S23	C13_B003046	nonTumor	B003046	C13	SRR10779672
TH185	LT_S23	C13_B003048	nonTumor	B003048	C13	SRR10779673
TH185	LT_S23	C15_B003046	nonTumor	B003046	C15	SRR10779708
TH185	LT_S23	C15_B003048	nonTumor	B003048	C15	SRR10779709
TH185	LT_S23	C19_B003048	nonTumor	B003048	C19	SRR10779815
TH185	LT_S23	C2_B003048	nonTumor	B003048	C2	SRR10779882
TH185	LT_S23	C20_B003046	nonTumor	B003046	C20	SRR10779949
TH185	LT_S23	C20_B003048	nonTumor	B003048	C20	SRR10779950
TH185	LT_S23	C21_B003046	nonTumor	B003046	C21	SRR10780026
TH185	LT_S23	C22_B003046	nonTumor	B003046	C22	SRR10780086
TH185	LT_S23	C3_B003048	nonTumor	B003048	C3	SRR10780153
TH185	LT_S23	C5_B003048	nonTumor	B003048	C5	SRR10780267
TH185	LT_S23	C7_B003048	nonTumor	B003048	C7	SRR10780388
TH185	LT_S23	C8_B003048	nonTumor	B003048	C8	SRR10780454
TH185	LT_S23	C9_B003048	nonTumor	B003048	C9	SRR10780516
TH185	LT_S23	D10_B003048	nonTumor	B003048	D10	SRR10780629
TH185	LT_S23	D12_B003046	nonTumor	B003046	D12	SRR10780734
TH185	LT_S23	D12_B003048	nonTumor	B003048	D12	SRR10780735
TH185	LT_S23	D13_B003048	nonTumor	B003048	D13	SRR10780789
TH185	LT_S23	D14_B003046	nonTumor	B003046	D14	SRR10780851
TH185	LT_S23	D15_B003046	nonTumor	B003046	D15	SRR10780920
TH185	LT_S23	D16_B003046	nonTumor	B003046	D16	SRR10780988
TH185	LT_S23	D16_B003048	nonTumor	B003048	D16	SRR10780989
TH185	LT_S23	D19_B003046	nonTumor	B003046	D19	SRR10781106
TH185	LT_S23	D19_B003048	nonTumor	B003048	D19	SRR10781107
TH185	LT_S23	D2_B003048	nonTumor	B003048	D2	SRR10781163
TH185	LT_S23	D20_B003046	nonTumor	B003046	D20	SRR10781227
TH185	LT_S23	D20_B003048	nonTumor	B003048	D20	SRR10781228
TH185	LT_S23	D21_B003048	nonTumor	B003048	D21	SRR10781299
TH185	LT_S23	D22_B003046	nonTumor	B003046	D22	SRR10781370
TH185	LT_S23	D4_B003048	nonTumor	B003048	D4	SRR10781495
TH185	LT_S23	D6_B003048	nonTumor	B003048	D6	SRR10781613
TH185	LT_S23	D7_B003048	nonTumor	B003048	D7	SRR10781679
TH185	LT_S23	D8_B003048	nonTumor	B003048	D8	SRR10781740
TH185	LT_S23	D9_B003048	nonTumor	B003048	D9	SRR10781807
TH185	LT_S23	E1_B003048	nonTumor	B003048	E1	SRR10781862
TH185	LT_S23	E10_B003048	nonTumor	B003048	E10	SRR10781928
TH185	LT_S23	E11_B003048	nonTumor	B003048	E11	SRR10781987
TH185	LT_S23	E12_B003046	nonTumor	B003046	E12	SRR10782042
TH185	LT_S23	E12_B003048	nonTumor	B003048	E12	SRR10782043
TH185	LT_S23	E13_B003046	nonTumor	B003046	E13	SRR10782101
TH185	LT_S23	E15_B003046	nonTumor	B003046	E15	SRR10782229
TH185	LT_S23	E16_B003046	nonTumor	B003046	E16	SRR10782289
TH185	LT_S23	E18_B003046	nonTumor	B003046	E18	SRR10782421
TH185	LT_S23	E20_B003046	nonTumor	B003046	E20	SRR10782623
TH185	LT_S23	E4_B003048	nonTumor	B003048	E4	SRR10782804
TH185	LT_S23	E5_B003048	nonTumor	B003048	E5	SRR10782859
TH185	LT_S23	E8_B003048	nonTumor	B003048	E8	SRR10783056
TH185	LT_S23	E9_B003048	nonTumor	B003048	E9	SRR10783124
TH185	LT_S23	F12_B003046	nonTumor	B003046	F12	SRR10783365
TH185	LT_S23	F14_B003046	nonTumor	B003046	F14	SRR10783407
TH185	LT_S23	F15_B003046	nonTumor	B003046	F15	SRR10783477
TH185	LT_S23	F15_B003048	nonTumor	B003048	F15	SRR10783478
TH185	LT_S23	F16_B003046	nonTumor	B003046	F16	SRR10783543
TH185	LT_S23	F16_B003048	nonTumor	B003048	F16	SRR10783544
TH185	LT_S23	F20_B003048	nonTumor	B003048	F20	SRR10783788
TH185	LT_S23	F3_B003048	nonTumor	B003048	F3	SRR10783818
TH185	LT_S23	F4_B003048	nonTumor	B003048	F4	SRR10783883
TH185	LT_S23	F6_B003048	nonTumor	B003048	F6	SRR10784011
TH185	LT_S23	G12_B003046	nonTumor	B003046	G12	SRR10784250
TH185	LT_S23	G15_B003046	nonTumor	B003046	G15	SRR10784346
TH185	LT_S23	G16_B003048	nonTumor	B003048	G16	SRR10784412
TH185	LT_S23	G18_B003046	nonTumor	B003046	G18	SRR10784454
TH185	LT_S23	G18_B003048	nonTumor	B003048	G18	SRR10784455
TH185	LT_S23	G19_B003046	nonTumor	B003046	G19	SRR10784517
TH185	LT_S23	G21_B003046	nonTumor	B003046	G21	SRR10784712
TH185	LT_S23	G22_B003046	nonTumor	B003046	G22	SRR10784776
TH185	LT_S23	G7_B003048	nonTumor	B003048	G7	SRR10784839
TH185	LT_S23	K9_B003048	nonTumor	B003048	K9	SRR10795113
TH185	LT_S23	L13_B003048	nonTumor	B003048	L13	SRR10795125
TH185	LT_S23	L14_B003046	nonTumor	B003046	L14	SRR10795188
TH185	LT_S23	L22_B003046	nonTumor	B003046	L22	SRR10795274
TH185	LT_S23	L22_B003048	nonTumor	B003048	L22	SRR10795275
TH185	LT_S23	L3_B003048	nonTumor	B003048	L3	SRR10795340
TH185	LT_S23	L4_B003048	nonTumor	B003048	L4	SRR10795395
TH185	LT_S23	O2_B003048	nonTumor	B003048	O2	SRR10795616
TH185	LT_S23	P1_B003048	nonTumor	B003048	P1	SRR10795686
TH185	LT_S23	A18_B003046	nonTumor	B003046	A18	SRR10795757
TH185	LT_S23	A18_B003048	nonTumor	B003048	A18	SRR10795758
TH185	LT_S23	B13_B003046	nonTumor	B003046	B13	SRR10795896
TH185	LT_S23	B17_B003046	nonTumor	B003046	B17	SRR10795954
TH185	LT_S23	B17_B003048	nonTumor	B003048	B17	SRR10795955
TH185	LT_S23	G12_B003048	nonTumor	B003048	G12	SRR10796084
TH185	LT_S23	G13_B003048	nonTumor	B003048	G13	SRR10796143
TH185	LT_S23	H18_B003046	nonTumor	B003046	H18	SRR10796205
TH185	LT_S23	K19_B003046	nonTumor	B003046	K19	SRR10796317
TH185	LT_S23	K19_B003048	nonTumor	B003048	K19	SRR10796318
TH185	LT_S23	L15_B003048	nonTumor	B003048	L15	SRR10796398
TH185	LT_S23	O1_B003048	nonTumor	B003048	O1	SRR10796455
TH185	LT_S23	O10_B003048	nonTumor	B003048	O10	SRR10796505
TH185	LT_S23	O17_B003046	nonTumor	B003046	O17	SRR10796562
TH185	LT_S23	O17_B003048	nonTumor	B003048	O17	SRR10796563
TH185	LT_S23	P10_B003048	nonTumor	B003048	P10	SRR10796610
TH185	LT_S23	P11_B003046	nonTumor	B003046	P11	SRR10796665
TH185	LT_S23	P11_B003048	nonTumor	B003048	P11	SRR10796666
TH185	LT_S23	P19_B003046	nonTumor	B003046	P19	SRR10796713
TH185	LT_S23	P19_B003048	nonTumor	B003048	P19	SRR10796714
TH185	LT_S23	P5_B003048	nonTumor	B003048	P5	SRR10796867
TH185	LT_S23	F22_B003046	nonTumor	B003046	F22	SRR10796901
TH185	LT_S23	F22_B003048	nonTumor	B003048	F22	SRR10796902
TH185	LT_S23	G5_B003048	nonTumor	B003048	G5	SRR10796984
TH185	LT_S23	L20_B003046	nonTumor	B003046	L20	SRR10797057
TH185	LT_S23	L21_B003048	nonTumor	B003048	L21	SRR10797129
TH185	LT_S23	O11_B003048	nonTumor	B003048	O11	SRR10797167
TH185	LT_S23	O12_B003046	nonTumor	B003046	O12	SRR10797222
TH185	LT_S23	O12_B003048	nonTumor	B003048	O12	SRR10797223
TH185	LT_S23	O14_B003048	nonTumor	B003048	O14	SRR10797248
TH185	LT_S23	P15_B003046	nonTumor	B003046	P15	SRR10797338
TH185	LT_S23	H11_B003048	nonTumor	B003048	H11	SRR10797408
TH185	LT_S23	H12_B003046	nonTumor	B003046	H12	SRR10797471
TH185	LT_S23	K11_B003048	nonTumor	B003048	K11	SRR10797490
TH185	LT_S23	K12_B003046	nonTumor	B003046	K12	SRR10797547
TH185	LT_S23	K12_B003048	nonTumor	B003048	K12	SRR10797548
TH185	LT_S23	N22_B003046	nonTumor	B003046	N22	SRR10797596
TH185	LT_S23	N22_B003048	nonTumor	B003048	N22	SRR10797597
TH185	LT_S23	N3_B003048	nonTumor	B003048	N3	SRR10797655
TH185	LT_S23	O20_B003048	nonTumor	B003048	O20	SRR10797697
TH185	LT_S23	P21_B003046	nonTumor	B003046	P21	SRR10797776
TH185	LT_S23	P21_B003048	nonTumor	B003048	P21	SRR10797777
TH185	LT_S23	P22_B003046	nonTumor	B003046	P22	SRR10797837
TH185	LT_S23	P6_B003048	nonTumor	B003048	P6	SRR10797887
TH185	LT_S23	N4_B003048	nonTumor	B003048	N4	SRR10797979
TH185	LT_S23	O18_B003046	nonTumor	B003046	O18	SRR10798033
TH185	LT_S23	O18_B003048	nonTumor	B003048	O18	SRR10798034
TH185	LT_S23	O19_B003046	nonTumor	B003046	O19	SRR10798100
TH185	LT_S23	O19_B003048	nonTumor	B003048	O19	SRR10798101
TH185	LT_S23	P16_B003044	nonTumor	B003044	P16	SRR10798193
TH185	LT_S23	P16_B003046	nonTumor	B003046	P16	SRR10798194
TH185	LT_S23	P16_B003048	nonTumor	B003048	P16	SRR10798195
TH185	LT_S23	P17_B003046	nonTumor	B003046	P17	SRR10798257
TH185	LT_S23	P17_B003048	nonTumor	B003048	P17	SRR10798258
TH185	LT_S23	P3_B003048	nonTumor	B003048	P3	SRR10798338
TH185	LT_S23	P8_B003048	nonTumor	B003048	P8	SRR10798436
TH185	LT_S23	K13_B003048	nonTumor	B003048	K13	SRR10798485
TH185	LT_S23	O4_B003048	nonTumor	B003048	O4	SRR10798549
TH185	LT_S23	O5_B003048	nonTumor	B003048	O5	SRR10798603
TH185	LT_S23	B22_B003048	nonTumor	B003048	B22	SRR10778964
TH185	LT_S23	N12_B003048	nonTumor	B003048	N12	SRR10795514
TH231	LT_S56	H16_B003116	Tumor	B003116	H16	SRR10785111
TH231	LT_S56	H16_B003119	nonTumor	B003119	H16	SRR10785113
TH231	LT_S56	H16_B003120	Tumor	B003120	H16	SRR10785114
TH231	LT_S56	H19_B003116	nonTumor	B003116	H19	SRR10785160
TH231	LT_S56	H19_B003120	Tumor	B003120	H19	SRR10785162
TH231	LT_S56	H20_B003112	nonTumor	B003112	H20	SRR10785282
TH231	LT_S56	H20_B003120	nonTumor	B003120	H20	SRR10785286
TH231	LT_S56	H21_B003112	nonTumor	B003112	H21	SRR10785352
TH231	LT_S56	H21_B003116	Tumor	B003116	H21	SRR10785353
TH231	LT_S56	H21_B003119	nonTumor	B003119	H21	SRR10785355
TH231	LT_S56	H22_B003112	nonTumor	B003112	H22	SRR10785415
TH231	LT_S56	H22_B003116	Tumor	B003116	H22	SRR10785416
TH231	LT_S56	H22_B003120	Tumor	B003120	H22	SRR10785418
TH231	LT_S56	H7_B003119	nonTumor	B003119	H7	SRR10785644
TH231	LT_S56	I10_B003119	Tumor	B003119	I10	SRR10785793
TH231	LT_S56	I11_B003119	Tumor	B003119	I11	SRR10785850
TH231	LT_S56	I12_B003119	nonTumor	B003119	I12	SRR10785904
TH231	LT_S56	I12_B003120	nonTumor	B003120	I12	SRR10785905
TH231	LT_S56	I13_B003112	nonTumor	B003112	I13	SRR10785962
TH231	LT_S56	I13_B003116	nonTumor	B003116	I13	SRR10785965
TH231	LT_S56	I13_B003119	nonTumor	B003119	I13	SRR10785967
TH231	LT_S56	I14_B003112	Tumor	B003112	I14	SRR10786031
TH231	LT_S56	I14_B003116	Tumor	B003116	I14	SRR10786033
TH231	LT_S56	I14_B003120	nonTumor	B003120	I14	SRR10786034
TH231	LT_S56	I17_B003112	Tumor	B003112	I17	SRR10786140
TH231	LT_S56	I17_B003116	Tumor	B003116	I17	SRR10786143
TH231	LT_S56	I17_B003120	nonTumor	B003120	I17	SRR10786144
TH231	LT_S56	I18_B003112	Tumor	B003112	I18	SRR10786203
TH231	LT_S56	I18_B003116	Tumor	B003116	I18	SRR10786205
TH231	LT_S56	I19_B003116	Tumor	B003116	I19	SRR10786273
TH231	LT_S56	I19_B003120	Tumor	B003120	I19	SRR10786274
TH231	LT_S56	I20_B003112	Tumor	B003112	I20	SRR10786403
TH231	LT_S56	I20_B003116	Tumor	B003116	I20	SRR10786406
TH231	LT_S56	I20_B003119	nonTumor	B003119	I20	SRR10786407
TH231	LT_S56	I20_B003120	Tumor	B003120	I20	SRR10786408
TH231	LT_S56	I21_B003112	Tumor	B003112	I21	SRR10786475
TH231	LT_S56	I21_B003120	Tumor	B003120	I21	SRR10786478
TH231	LT_S56	I22_B003112	Tumor	B003112	I22	SRR10786541
TH231	LT_S56	I22_B003116	Tumor	B003116	I22	SRR10786543
TH231	LT_S56	I22_B003120	Tumor	B003120	I22	SRR10786544
TH231	LT_S56	I4_B003116	nonTumor	B003116	I4	SRR10786659
TH231	LT_S56	I7_B003119	Tumor	B003119	I7	SRR10786828
TH231	LT_S56	I8_B003112	nonTumor	B003112	I8	SRR10786887
TH231	LT_S56	I8_B003116	nonTumor	B003116	I8	SRR10786889
TH231	LT_S56	I8_B003119	nonTumor	B003119	I8	SRR10786891
TH231	LT_S56	I9_B003119	Tumor	B003119	I9	SRR10786947
TH231	LT_S56	J1_B003116	nonTumor	B003116	J1	SRR10786998
TH231	LT_S56	J10_B003119	Tumor	B003119	J10	SRR10787057
TH231	LT_S56	J10_B003120	nonTumor	B003120	J10	SRR10787058
TH231	LT_S56	J11_B003119	nonTumor	B003119	J11	SRR10787110
TH231	LT_S56	J12_B003116	nonTumor	B003116	J12	SRR10787164
TH231	LT_S56	J12_B003120	Tumor	B003120	J12	SRR10787166
TH231	LT_S56	J13_B003116	Tumor	B003116	J13	SRR10787226
TH231	LT_S56	J13_B003120	Tumor	B003120	J13	SRR10787227
TH231	LT_S56	J14_B003116	Tumor	B003116	J14	SRR10787284
TH231	LT_S56	J14_B003120	Tumor	B003120	J14	SRR10787285
TH231	LT_S56	J15_B003112	Tumor	B003112	J15	SRR10787341
TH231	LT_S56	J15_B003116	Tumor	B003116	J15	SRR10787344
TH231	LT_S56	J15_B003120	Tumor	B003120	J15	SRR10787345
TH231	LT_S56	J16_B003112	Tumor	B003112	J16	SRR10787405
TH231	LT_S56	J17_B003112	Tumor	B003112	J17	SRR10787468
TH231	LT_S56	J17_B003120	Tumor	B003120	J17	SRR10787469
TH231	LT_S56	J18_B003112	Tumor	B003112	J18	SRR10787530
TH231	LT_S56	J19_B003120	Tumor	B003120	J19	SRR10787593
TH231	LT_S56	J2_B003116	nonTumor	B003116	J2	SRR10787649
TH231	LT_S56	J20_B003112	Tumor	B003112	J20	SRR10787717
TH231	LT_S56	J20_B003116	Tumor	B003116	J20	SRR10787720
TH231	LT_S56	J20_B003120	Tumor	B003120	J20	SRR10787721
TH231	LT_S56	J21_B003112	nonTumor	B003112	J21	SRR10787785
TH231	LT_S56	J21_B003120	nonTumor	B003120	J21	SRR10787787
TH231	LT_S56	J22_B003112	Tumor	B003112	J22	SRR10787849
TH231	LT_S56	J22_B003116	nonTumor	B003116	J22	SRR10787850
TH231	LT_S56	J22_B003120	Tumor	B003120	J22	SRR10787851
TH231	LT_S56	J6_B003116	nonTumor	B003116	J6	SRR10788083
TH231	LT_S56	J9_B003119	Tumor	B003119	J9	SRR10788157
TH231	LT_S56	K1_B003116	nonTumor	B003116	K1	SRR10788215
TH231	LT_S56	K1_B003119	nonTumor	B003119	K1	SRR10788217
TH231	LT_S56	K10_B003119	nonTumor	B003119	K10	SRR10788261
TH231	LT_S56	K14_B003116	nonTumor	B003116	K14	SRR10788303
TH231	LT_S56	K14_B003119	nonTumor	B003119	K14	SRR10788304
TH231	LT_S56	K14_B003120	Tumor	B003120	K14	SRR10788305
TH231	LT_S56	K15_B003116	Tumor	B003116	K15	SRR10788371
TH231	LT_S56	K15_B003119	nonTumor	B003119	K15	SRR10788372
TH231	LT_S56	K15_B003120	Tumor	B003120	K15	SRR10788373
TH231	LT_S56	K16_B003116	Tumor	B003116	K16	SRR10788439
TH231	LT_S56	K16_B003120	nonTumor	B003120	K16	SRR10788440
TH231	LT_S56	K2_B003119	nonTumor	B003119	K2	SRR10788503
TH231	LT_S56	K9_B003119	nonTumor	B003119	K9	SRR10788559
TH231	LT_S56	L1_B003116	nonTumor	B003116	L1	SRR10788614
TH231	LT_S56	L1_B003119	nonTumor	B003119	L1	SRR10788616
TH231	LT_S56	L12_B003119	nonTumor	B003119	L12	SRR10788691
TH231	LT_S56	L12_B003120	Tumor	B003120	L12	SRR10788692
TH231	LT_S56	L16_B003112	nonTumor	B003112	L16	SRR10788771
TH231	LT_S56	L16_B003116	Tumor	B003116	L16	SRR10788773
TH231	LT_S56	L16_B003119	nonTumor	B003119	L16	SRR10788774
TH231	LT_S56	L16_B003120	Tumor	B003120	L16	SRR10788775
TH231	LT_S56	L17_B003112	Tumor	B003112	L17	SRR10788835
TH231	LT_S56	L17_B003116	Tumor	B003116	L17	SRR10788837
TH231	LT_S56	L17_B003119	nonTumor	B003119	L17	SRR10788838
TH231	LT_S56	L17_B003120	nonTumor	B003120	L17	SRR10788839
TH231	LT_S56	L18_B003112	Tumor	B003112	L18	SRR10788908
TH231	LT_S56	L18_B003116	Tumor	B003116	L18	SRR10788910
TH231	LT_S56	L18_B003119	nonTumor	B003119	L18	SRR10788911
TH231	LT_S56	L18_B003120	nonTumor	B003120	L18	SRR10788912
TH231	LT_S56	L19_B003112	Tumor	B003112	L19	SRR10788970
TH231	LT_S56	L19_B003119	nonTumor	B003119	L19	SRR10788972
TH231	LT_S56	L19_B003120	Tumor	B003120	L19	SRR10788973
TH231	LT_S56	L2_B003119	nonTumor	B003119	L2	SRR10789028
TH231	LT_S56	L6_B003112	nonTumor	B003112	L6	SRR10789135
TH231	LT_S56	L6_B003119	nonTumor	B003119	L6	SRR10789138
TH231	LT_S56	L7_B003119	nonTumor	B003119	L7	SRR10789200
TH231	LT_S56	L8_B003119	nonTumor	B003119	L8	SRR10789255
TH231	LT_S56	M10_B003119	Tumor	B003119	M10	SRR10789337
TH231	LT_S56	M11_B003116	nonTumor	B003116	M11	SRR10789386
TH231	LT_S56	M11_B003119	nonTumor	B003119	M11	SRR10789388
TH231	LT_S56	M15_B003112	nonTumor	B003112	M15	SRR10789449
TH231	LT_S56	M15_B003120	Tumor	B003120	M15	SRR10789451
TH231	LT_S56	M16_B003116	Tumor	B003116	M16	SRR10789512
TH231	LT_S56	M16_B003120	nonTumor	B003120	M16	SRR10789513
TH231	LT_S56	M17_B003120	nonTumor	B003120	M17	SRR10789575
TH231	LT_S56	M18_B003112	nonTumor	B003112	M18	SRR10789636
TH231	LT_S56	M18_B003116	nonTumor	B003116	M18	SRR10789638
TH231	LT_S56	M18_B003120	Tumor	B003120	M18	SRR10789639
TH231	LT_S56	M19_B003112	nonTumor	B003112	M19	SRR10789701
TH231	LT_S56	M19_B003116	Tumor	B003116	M19	SRR10789704
TH231	LT_S56	M20_B003112	nonTumor	B003112	M20	SRR10789816
TH231	LT_S56	M20_B003119	nonTumor	B003119	M20	SRR10789818
TH231	LT_S56	M21_B003112	Tumor	B003112	M21	SRR10789882
TH231	LT_S56	M21_B003116	Tumor	B003116	M21	SRR10789883
TH231	LT_S56	M21_B003120	nonTumor	B003120	M21	SRR10789884
TH231	LT_S56	M22_B003112	Tumor	B003112	M22	SRR10789943
TH231	LT_S56	M22_B003116	nonTumor	B003116	M22	SRR10789944
TH231	LT_S56	M22_B003120	nonTumor	B003120	M22	SRR10789945
TH231	LT_S56	M5_B003116	nonTumor	B003116	M5	SRR10790114
TH231	LT_S56	M7_B003119	nonTumor	B003119	M7	SRR10790223
TH231	LT_S56	M7_B003120	nonTumor	B003120	M7	SRR10790224
TH231	LT_S56	M8_B003119	Tumor	B003119	M8	SRR10790276
TH231	LT_S56	M9_B003119	nonTumor	B003119	M9	SRR10790333
TH231	LT_S56	N13_B003112	Tumor	B003112	N13	SRR10790418
TH231	LT_S56	N13_B003119	nonTumor	B003119	N13	SRR10790421
TH231	LT_S56	N14_B003112	Tumor	B003112	N14	SRR10790475
TH231	LT_S56	N14_B003116	Tumor	B003116	N14	SRR10790478
TH231	LT_S56	N15_B003119	Tumor	B003119	N15	SRR10790541
TH231	LT_S56	N19_B003112	nonTumor	B003112	N19	SRR10790621
TH231	LT_S56	N19_B003116	Tumor	B003116	N19	SRR10790623
TH231	LT_S56	N19_B003119	Tumor	B003119	N19	SRR10790624
TH231	LT_S56	N19_B003120	Tumor	B003120	N19	SRR10790625
TH231	LT_S56	N2_B003116	nonTumor	B003116	N2	SRR10790677
TH231	LT_S56	N20_B003112	nonTumor	B003112	N20	SRR10790736
TH231	LT_S56	N20_B003119	Tumor	B003119	N20	SRR10790739
TH231	LT_S56	N21_B003116	Tumor	B003116	N21	SRR10790806
TH231	LT_S56	N21_B003119	Tumor	B003119	N21	SRR10790807
TH231	LT_S56	N21_B003120	nonTumor	B003120	N21	SRR10790808
TH231	LT_S56	N5_B003120	nonTumor	B003120	N5	SRR10790857
TH231	LT_S56	N8_B003112	nonTumor	B003112	N8	SRR10790927
TH231	LT_S56	N8_B003119	Tumor	B003119	N8	SRR10790929
TH231	LT_S56	N9_B003119	Tumor	B003119	N9	SRR10790986
TH231	LT_S56	O12_B003116	Tumor	B003116	O12	SRR10791020
TH231	LT_S56	O12_B003120	Tumor	B003120	O12	SRR10791021
TH231	LT_S56	O13_B003112	nonTumor	B003112	O13	SRR10791071
TH231	LT_S56	O13_B003116	Tumor	B003116	O13	SRR10791072
TH231	LT_S56	O13_B003120	nonTumor	B003120	O13	SRR10791073
TH231	LT_S56	O15_B003112	Tumor	B003112	O15	SRR10791103
TH231	LT_S56	O15_B003119	nonTumor	B003119	O15	SRR10791106
TH231	LT_S56	O16_B003112	nonTumor	B003112	O16	SRR10791167
TH231	LT_S56	O16_B003116	Tumor	B003116	O16	SRR10791169
TH231	LT_S56	O16_B003120	Tumor	B003120	O16	SRR10791171
TH231	LT_S56	P18_B003112	nonTumor	B003112	P18	SRR10791238
TH231	LT_S56	P18_B003116	nonTumor	B003116	P18	SRR10791239
TH231	LT_S56	A8_B003120	nonTumor	B003120	A8	SRR10791414
TH231	LT_S56	B19_B003116	Tumor	B003116	B19	SRR10791432
TH231	LT_S56	B2_B003120	nonTumor	B003120	B2	SRR10791491
TH231	LT_S56	C14_B003116	nonTumor	B003116	C14	SRR10791572
TH231	LT_S56	C16_B003112	nonTumor	B003112	C16	SRR10791617
TH231	LT_S56	C16_B003116	Tumor	B003116	C16	SRR10791619
TH231	LT_S56	C16_B003120	Tumor	B003120	C16	SRR10791620
TH231	LT_S56	C17_B003112	nonTumor	B003112	C17	SRR10791689
TH231	LT_S56	C17_B003116	nonTumor	B003116	C17	SRR10791691
TH231	LT_S56	C17_B003120	Tumor	B003120	C17	SRR10791692
TH231	LT_S56	C18_B003112	Tumor	B003112	C18	SRR10791756
TH231	LT_S56	C18_B003116	Tumor	B003116	C18	SRR10791758
TH231	LT_S56	D18_B003112	Tumor	B003112	D18	SRR10791810
TH231	LT_S56	D18_B003116	Tumor	B003116	D18	SRR10791812
TH231	LT_S56	E21_B003112	nonTumor	B003112	E21	SRR10791890
TH231	LT_S56	E21_B003116	Tumor	B003116	E21	SRR10791892
TH231	LT_S56	E21_B003120	Tumor	B003120	E21	SRR10791893
TH231	LT_S56	F16_B003116	Tumor	B003116	F16	SRR10791956
TH231	LT_S56	F16_B003120	Tumor	B003120	F16	SRR10791957
TH231	LT_S56	F17_B003112	Tumor	B003112	F17	SRR10792022
TH231	LT_S56	F17_B003116	Tumor	B003116	F17	SRR10792025
TH231	LT_S56	F21_B003112	Tumor	B003112	F21	SRR10792092
TH231	LT_S56	F21_B003116	Tumor	B003116	F21	SRR10792095
TH231	LT_S56	F21_B003120	Tumor	B003120	F21	SRR10792096
TH231	LT_S56	F9_B003119	Tumor	B003119	F9	SRR10792171
TH231	LT_S56	G10_B003119	Tumor	B003119	G10	SRR10792290
TH231	LT_S56	G22_B003112	nonTumor	B003112	G22	SRR10792308
TH231	LT_S56	G22_B003116	nonTumor	B003116	G22	SRR10792309
TH231	LT_S56	G22_B003120	nonTumor	B003120	G22	SRR10792311
TH231	LT_S56	H13_B003116	Tumor	B003116	H13	SRR10792437
TH231	LT_S56	H13_B003120	Tumor	B003120	H13	SRR10792439
