entity:sample_id	cellType	fastq1	fastq2	participant
cy102_CD45neg_CD90neg_S293	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A293_S293_R1_001_129.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A293_S293_R2_001_129.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S294	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A294_S294_R1_001_130.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A294_S294_R2_001_130.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S295	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A295_S295_R1_001_131.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A295_S295_R2_001_131.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S296	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A296_S296_R1_001_132.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A296_S296_R2_001_132.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S297	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A297_S297_R1_001_133.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A297_S297_R2_001_133.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S298	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A298_S298_R1_001_134.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A298_S298_R2_001_134.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S299	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A299_S299_R1_001_135.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A299_S299_R2_001_135.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S30	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S30_R1_001_1110.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S30_R2_001_1110.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S300	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A300_S300_R1_001_136.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A300_S300_R2_001_136.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S301	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A301_S301_R1_001_137.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A301_S301_R2_001_137.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S302	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A302_S302_R1_001_138.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A302_S302_R2_001_138.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S303	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A303_S303_R1_001_139.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A303_S303_R2_001_139.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S304	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A304_S304_R1_001_140.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A304_S304_R2_001_140.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S305	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A305_S305_R1_001_141.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A305_S305_R2_001_141.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S306	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A306_S306_R1_001_142.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A306_S306_R2_001_142.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S307	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A307_S307_R1_001_143.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A307_S307_R2_001_143.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S308	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A308_S308_R1_001_144.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A308_S308_R2_001_144.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S309	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A309_S309_R1_001_145.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A309_S309_R2_001_145.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S31	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S31_R1_001_1111.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S31_R2_001_1111.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S310	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A310_S310_R1_001_146.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A310_S310_R2_001_146.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S311	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A311_S311_R1_001_147.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A311_S311_R2_001_147.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S314	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A314_S314_R1_001_148.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A314_S314_R2_001_148.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S315	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A315_S315_R1_001_149.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A315_S315_R2_001_149.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S316	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A316_S316_R1_001_150.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A316_S316_R2_001_150.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S318	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A318_S318_R1_001_151.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A318_S318_R2_001_151.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S319	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A319_S319_R1_001_152.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A319_S319_R2_001_152.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S32	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S32_R1_001_1112.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S32_R2_001_1112.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S320	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A320_S320_R1_001_153.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A320_S320_R2_001_153.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S321	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A321_S321_R1_001_154.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A321_S321_R2_001_154.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S322	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A322_S322_R1_001_155.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A322_S322_R2_001_155.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S323	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A323_S323_R1_001_156.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A323_S323_R2_001_156.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S325	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A325_S325_R1_001_157.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A325_S325_R2_001_157.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S326	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A326_S326_R1_001_158.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A326_S326_R2_001_158.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S327	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A327_S327_R1_001_159.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A327_S327_R2_001_159.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S328	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A328_S328_R1_001_160.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A328_S328_R2_001_160.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S329	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A329_S329_R1_001_161.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A329_S329_R2_001_161.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S33	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S33_R1_001_1113.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S33_R2_001_1113.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S330	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A330_S330_R1_001_162.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A330_S330_R2_001_162.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S331	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A331_S331_R1_001_163.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A331_S331_R2_001_163.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S333	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A333_S333_R1_001_164.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A333_S333_R2_001_164.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S334	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A334_S334_R1_001_165.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A334_S334_R2_001_165.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S335	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A335_S335_R1_001_166.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A335_S335_R2_001_166.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S336	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A336_S336_R1_001_167.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A336_S336_R2_001_167.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S337	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A337_S337_R1_001_168.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A337_S337_R2_001_168.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S338	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A338_S338_R1_001_169.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A338_S338_R2_001_169.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S339	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A339_S339_R1_001_170.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A339_S339_R2_001_170.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S34	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S34_R1_001_1114.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S34_R2_001_1114.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S340	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A340_S340_R1_001_171.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A340_S340_R2_001_171.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S341	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A341_S341_R1_001_172.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A341_S341_R2_001_172.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S342	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A342_S342_R1_001_173.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A342_S342_R2_001_173.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S343	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A343_S343_R1_001_174.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A343_S343_R2_001_174.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S344	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A344_S344_R1_001_175.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A344_S344_R2_001_175.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S345	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A345_S345_R1_001_176.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A345_S345_R2_001_176.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S346	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A346_S346_R1_001_177.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A346_S346_R2_001_177.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S347	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A347_S347_R1_001_178.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A347_S347_R2_001_178.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S349	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A349_S349_R1_001_179.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A349_S349_R2_001_179.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S35	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S35_R1_001_1115.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S35_R2_001_1115.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S350	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A350_S350_R1_001_180.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A350_S350_R2_001_180.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S351	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A351_S351_R1_001_181.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A351_S351_R2_001_181.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S352	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A352_S352_R1_001_182.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A352_S352_R2_001_182.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S353	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A353_S353_R1_001_183.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A353_S353_R2_001_183.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S354	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A354_S354_R1_001_184.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A354_S354_R2_001_184.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S355	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A355_S355_R1_001_185.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A355_S355_R2_001_185.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S356	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A356_S356_R1_001_186.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A356_S356_R2_001_186.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S358	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A358_S358_R1_001_187.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A358_S358_R2_001_187.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S359	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A359_S359_R1_001_188.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A359_S359_R2_001_188.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S36	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S36_R1_001_1116.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S36_R2_001_1116.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S360	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A360_S360_R1_001_189.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A360_S360_R2_001_189.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S361	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A361_S361_R1_001_190.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A361_S361_R2_001_190.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S362	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A362_S362_R1_001_191.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A362_S362_R2_001_191.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S363	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A363_S363_R1_001_192.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A363_S363_R2_001_192.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S364	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A364_S364_R1_001_193.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A364_S364_R2_001_193.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S365	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A365_S365_R1_001_194.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A365_S365_R2_001_194.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S366	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A366_S366_R1_001_195.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A366_S366_R2_001_195.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S367	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A367_S367_R1_001_196.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A367_S367_R2_001_196.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S368	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A368_S368_R1_001_197.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A368_S368_R2_001_197.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S369	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A369_S369_R1_001_198.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A369_S369_R2_001_198.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S37	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S37_R1_001_1117.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S37_R2_001_1117.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S370	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A370_S370_R1_001_199.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A370_S370_R2_001_199.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S371	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A371_S371_R1_001_200.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A371_S371_R2_001_200.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S372	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A372_S372_R1_001_201.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A372_S372_R2_001_201.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S373	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A373_S373_R1_001_202.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A373_S373_R2_001_202.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S374	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A374_S374_R1_001_203.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A374_S374_R2_001_203.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S375	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A375_S375_R1_001_204.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A375_S375_R2_001_204.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S376	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A376_S376_R1_001_205.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A376_S376_R2_001_205.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S377	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A377_S377_R1_001_206.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A377_S377_R2_001_206.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S378	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A378_S378_R1_001_207.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A378_S378_R2_001_207.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S380	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A380_S380_R1_001_208.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A380_S380_R2_001_208.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S381	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A381_S381_R1_001_209.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A381_S381_R2_001_209.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S382	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A382_S382_R1_001_210.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A382_S382_R2_001_210.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S383	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A383_S383_R1_001_211.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A383_S383_R2_001_211.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S4	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S4_R1_001_1118.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S4_R2_001_1118.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S40	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S40_R1_001_1119.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S40_R2_001_1119.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S42	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S42_R1_001_1120.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S42_R2_001_1120.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S43	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S43_R1_001_1121.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S43_R2_001_1121.fastq.gz	Mel102
