entity:sample_id	cellType	fastq1	fastq2	participant
cy126_CD45pos_2_S135	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A135_S135_R1_001_267.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A135_S135_R2_001_267.fastq.gz	Mel126
cy126_CD45pos_2_S137	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A137_S137_R1_001_268.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A137_S137_R2_001_268.fastq.gz	Mel126
cy126_CD45pos_2_S139	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A139_S139_R1_001_269.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A139_S139_R2_001_269.fastq.gz	Mel126
cy126_CD45pos_2_S144	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A144_S144_R1_001_270.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A144_S144_R2_001_270.fastq.gz	Mel126
cy126_CD45pos_2_S148	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A148_S148_R1_001_271.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A148_S148_R2_001_271.fastq.gz	Mel126
cy126_CD45pos_2_S149	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A149_S149_R1_001_272.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A149_S149_R2_001_272.fastq.gz	Mel126
cy126_CD45pos_2_S152	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A152_S152_R1_001_273.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A152_S152_R2_001_273.fastq.gz	Mel126
cy126_CD45pos_2_S153	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A153_S153_R1_001_274.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A153_S153_R2_001_274.fastq.gz	Mel126
cy126_CD45pos_2_S155	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A155_S155_R1_001_275.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A155_S155_R2_001_275.fastq.gz	Mel126
cy126_CD45pos_2_S158	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A158_S158_R1_001_276.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A158_S158_R2_001_276.fastq.gz	Mel126
cy126_CD45pos_2_S159	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A159_S159_R1_001_277.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A159_S159_R2_001_277.fastq.gz	Mel126
cy126_CD45pos_2_S160	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A160_S160_R1_001_278.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A160_S160_R2_001_278.fastq.gz	Mel126
cy126_CD45pos_2_S164	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A164_S164_R1_001_279.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A164_S164_R2_001_279.fastq.gz	Mel126
cy126_CD45pos_2_S166	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A166_S166_R1_001_280.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A166_S166_R2_001_280.fastq.gz	Mel126
cy126_CD45pos_2_S169	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A169_S169_R1_001_281.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A169_S169_R2_001_281.fastq.gz	Mel126
cy126_CD45pos_2_S170	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A170_S170_R1_001_282.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A170_S170_R2_001_282.fastq.gz	Mel126
cy126_CD45pos_2_S172	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A172_S172_R1_001_283.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A172_S172_R2_001_283.fastq.gz	Mel126
cy126_CD45pos_2_S174	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A174_S174_R1_001_284.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A174_S174_R2_001_284.fastq.gz	Mel126
cy126_CD45pos_2_S175	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A175_S175_R1_001_285.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A175_S175_R2_001_285.fastq.gz	Mel126
cy126_CD45pos_2_S176	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A176_S176_R1_001_286.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A176_S176_R2_001_286.fastq.gz	Mel126
cy126_CD45pos_2_S177	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A177_S177_R1_001_287.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A177_S177_R2_001_287.fastq.gz	Mel126
cy126_CD45pos_2_S180	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A180_S180_R1_001_288.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A180_S180_R2_001_288.fastq.gz	Mel126
cy126_CD45pos_2_S181	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A181_S181_R1_001_289.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A181_S181_R2_001_289.fastq.gz	Mel126
cy126_CD45pos_2_S182	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A182_S182_R1_001_290.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A182_S182_R2_001_290.fastq.gz	Mel126
cy126_CD45pos_2_S183	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A183_S183_R1_001_291.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A183_S183_R2_001_291.fastq.gz	Mel126
cy126_CD45pos_2_S184	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A184_S184_R1_001_292.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A184_S184_R2_001_292.fastq.gz	Mel126
cy126_CD45pos_2_S185	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A185_S185_R1_001_293.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A185_S185_R2_001_293.fastq.gz	Mel126
cy126_CD45pos_2_S187	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A187_S187_R1_001_294.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A187_S187_R2_001_294.fastq.gz	Mel126
cy126_CD45pos_2_S190	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A190_S190_R1_001_295.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A190_S190_R2_001_295.fastq.gz	Mel126
cy126_CD45pos_2_S191	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A191_S191_R1_001_296.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A191_S191_R2_001_296.fastq.gz	Mel126
cy126_CD45pos_2_S97	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A97_S97_R1_001_254.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A97_S97_R2_001_254.fastq.gz	Mel126
cy128_CD45neg_S193	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S193_R1_001_761.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S193_R2_001_761.fastq.gz	Mel128
cy128_CD45neg_S194	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S194_R1_001_762.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S194_R2_001_762.fastq.gz	Mel128
cy128_CD45neg_S196	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S196_R1_001_763.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S196_R2_001_763.fastq.gz	Mel128
cy128_CD45neg_S200	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S200_R1_001_764.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S200_R2_001_764.fastq.gz	Mel128
cy128_CD45neg_S209	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S209_R1_001_765.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S209_R2_001_765.fastq.gz	Mel128
cy128_CD45neg_S212	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S212_R1_001_766.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S212_R2_001_766.fastq.gz	Mel128
cy128_CD45neg_S213	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S213_R1_001_767.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S213_R2_001_767.fastq.gz	Mel128
cy128_CD45neg_S216	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S216_R1_001_768.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S216_R2_001_768.fastq.gz	Mel128
cy128_CD45neg_S220	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S220_R1_001_769.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S220_R2_001_769.fastq.gz	Mel128
cy128_CD45neg_S229	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S229_R1_001_770.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S229_R2_001_770.fastq.gz	Mel128
cy128_CD45neg_S231	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S231_R1_001_771.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S231_R2_001_771.fastq.gz	Mel128
cy128_CD45neg_S233	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S233_R1_001_772.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S233_R2_001_772.fastq.gz	Mel128
cy128_CD45neg_S236	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S236_R1_001_773.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S236_R2_001_773.fastq.gz	Mel128
cy128_CD45neg_S248	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S248_R1_001_774.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S248_R2_001_774.fastq.gz	Mel128
cy128_CD45neg_S250	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S250_R1_001_775.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S250_R2_001_775.fastq.gz	Mel128
cy128_CD45neg_S253	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S253_R1_001_776.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S253_R2_001_776.fastq.gz	Mel128
cy128_CD45neg_S255	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S255_R1_001_777.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S255_R2_001_777.fastq.gz	Mel128
cy128_CD45neg_S256	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S256_R1_001_778.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S256_R2_001_778.fastq.gz	Mel128
cy128_CD45neg_S261	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S261_R1_001_779.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S261_R2_001_779.fastq.gz	Mel128
cy128_CD45neg_S265	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S265_R1_001_780.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S265_R2_001_780.fastq.gz	Mel128
cy128_CD45neg_S270	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S270_R1_001_781.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S270_R2_001_781.fastq.gz	Mel128
cy128_CD45neg_S275	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S275_R1_001_782.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S275_R2_001_782.fastq.gz	Mel128
cy128_CD45neg_S277	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S277_R1_001_783.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S277_R2_001_783.fastq.gz	Mel128
cy128_CD45neg_S281	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S281_R1_001_784.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S281_R2_001_784.fastq.gz	Mel128
cy128_CD45neg_S283	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S283_R1_001_785.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S283_R2_001_785.fastq.gz	Mel128
cy128_CD45neg_S287	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S287_R1_001_786.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45neg_S287_R2_001_786.fastq.gz	Mel128
cy128_CD45pos_S101	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S101_R1_001_787.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S101_R2_001_787.fastq.gz	Mel128
cy128_CD45pos_S116	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S116_R1_001_788.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S116_R2_001_788.fastq.gz	Mel128
cy128_CD45pos_S117	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S117_R1_001_789.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S117_R2_001_789.fastq.gz	Mel128
cy128_CD45pos_S122	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S122_R1_001_790.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S122_R2_001_790.fastq.gz	Mel128
cy128_CD45pos_S127	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S127_R1_001_791.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S127_R2_001_791.fastq.gz	Mel128
cy128_CD45pos_S130	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S130_R1_001_792.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S130_R2_001_792.fastq.gz	Mel128
cy128_CD45pos_S132	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S132_R1_001_793.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S132_R2_001_793.fastq.gz	Mel128
cy128_CD45pos_S133	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S133_R1_001_794.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S133_R2_001_794.fastq.gz	Mel128
cy128_CD45pos_S134	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S134_R1_001_795.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S134_R2_001_795.fastq.gz	Mel128
cy128_CD45pos_S136	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S136_R1_001_796.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S136_R2_001_796.fastq.gz	Mel128
cy128_CD45pos_S138	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S138_R1_001_797.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S138_R2_001_797.fastq.gz	Mel128
cy128_CD45pos_S140	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S140_R1_001_798.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S140_R2_001_798.fastq.gz	Mel128
cy128_CD45pos_S141	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S141_R1_001_799.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S141_R2_001_799.fastq.gz	Mel128
cy128_CD45pos_S142	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S142_R1_001_800.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S142_R2_001_800.fastq.gz	Mel128
cy128_CD45pos_S143	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S143_R1_001_801.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S143_R2_001_801.fastq.gz	Mel128
cy128_CD45pos_S144	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S144_R1_001_802.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S144_R2_001_802.fastq.gz	Mel128
cy128_CD45pos_S145	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S145_R1_001_803.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S145_R2_001_803.fastq.gz	Mel128
cy128_CD45pos_S147	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S147_R1_001_804.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S147_R2_001_804.fastq.gz	Mel128
cy128_CD45pos_S149	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S149_R1_001_805.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S149_R2_001_805.fastq.gz	Mel128
cy128_CD45pos_S150	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S150_R1_001_806.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S150_R2_001_806.fastq.gz	Mel128
cy128_CD45pos_S151	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S151_R1_001_807.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S151_R2_001_807.fastq.gz	Mel128
cy128_CD45pos_S152	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S152_R1_001_808.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S152_R2_001_808.fastq.gz	Mel128
cy128_CD45pos_S155	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S155_R1_001_809.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S155_R2_001_809.fastq.gz	Mel128
cy128_CD45pos_S156	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S156_R1_001_810.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S156_R2_001_810.fastq.gz	Mel128
cy128_CD45pos_S157	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S157_R1_001_811.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S157_R2_001_811.fastq.gz	Mel128
cy128_CD45pos_S158	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S158_R1_001_812.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S158_R2_001_812.fastq.gz	Mel128
cy128_CD45pos_S159	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S159_R1_001_813.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S159_R2_001_813.fastq.gz	Mel128
cy128_CD45pos_S160	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S160_R1_001_814.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S160_R2_001_814.fastq.gz	Mel128
cy128_CD45pos_S161	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S161_R1_001_815.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S161_R2_001_815.fastq.gz	Mel128
cy128_CD45pos_S163	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S163_R1_001_816.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S163_R2_001_816.fastq.gz	Mel128
cy128_CD45pos_S168	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S168_R1_001_817.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S168_R2_001_817.fastq.gz	Mel128
cy128_CD45pos_S170	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S170_R1_001_818.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S170_R2_001_818.fastq.gz	Mel128
cy128_CD45pos_S171	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S171_R1_001_819.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S171_R2_001_819.fastq.gz	Mel128
cy128_CD45pos_S172	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S172_R1_001_820.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S172_R2_001_820.fastq.gz	Mel128
cy128_CD45pos_S174	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S174_R1_001_821.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S174_R2_001_821.fastq.gz	Mel128
cy128_CD45pos_S176	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S176_R1_001_822.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S176_R2_001_822.fastq.gz	Mel128
cy128_CD45pos_S177	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S177_R1_001_823.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy128_CD45pos_S177_R2_001_823.fastq.gz	Mel128
