Sample_title	sample	GEO_Accession	patient
scTrioSeq2Rna_CRC10_PT1_155	SRR7462149	GSM3242005	CRC10_PT1
scTrioSeq2Rna_CRC10_PT1_156	SRR7462150	GSM3242006	CRC10_PT1
scTrioSeq2Rna_CRC10_PT1_157	SRR7462151	GSM3242007	CRC10_PT1
scTrioSeq2Rna_CRC10_PT1_160	SRR7462152	GSM3242008	CRC10_PT1
scTrioSeq2Rna_CRC10_PT1_165	SRR7462153	GSM3242009	CRC10_PT1
scTrioSeq2Rna_CRC10_PT1_175	SRR7462154	GSM3242010	CRC10_PT1
scTrioSeq2Rna_CRC10_PT2_244	SRR7462155	GSM3242011	CRC10_PT2
scTrioSeq2Rna_CRC10_PT3_101	SRR7462156	GSM3242012	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_102	SRR7462157	GSM3242013	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_103	SRR7462158	GSM3242014	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_104	SRR7462159	GSM3242015	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_105	SRR7462160	GSM3242016	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_106	SRR7462161	GSM3242017	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_107	SRR7462162	GSM3242018	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_108	SRR7462163	GSM3242019	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_109	SRR7462164	GSM3242020	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_110	SRR7462165	GSM3242021	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_111	SRR7462166	GSM3242022	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_112	SRR7462167	GSM3242023	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_113	SRR7462168	GSM3242024	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_114	SRR7462169	GSM3242025	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_115	SRR7462170	GSM3242026	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_117	SRR7462171	GSM3242027	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_118	SRR7462172	GSM3242028	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_119	SRR7462173	GSM3242029	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_122	SRR7462174	GSM3242030	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_124	SRR7462175	GSM3242031	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_125	SRR7462176	GSM3242032	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_126	SRR7462177	GSM3242033	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_127	SRR7462178	GSM3242034	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_128	SRR7462179	GSM3242035	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_130	SRR7462180	GSM3242036	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_131	SRR7462181	GSM3242037	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_133	SRR7462182	GSM3242038	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_135	SRR7462183	GSM3242039	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_136	SRR7462184	GSM3242040	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_137	SRR7462185	GSM3242041	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_138	SRR7462186	GSM3242042	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_140	SRR7462187	GSM3242043	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_141	SRR7462188	GSM3242044	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_142	SRR7462189	GSM3242045	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_145	SRR7462190	GSM3242046	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_147	SRR7462191	GSM3242047	CRC10_PT3
scTrioSeq2Rna_CRC10_PT3_148	SRR7462192	GSM3242048	CRC10_PT3
scTrioSeq2Rna_CRC10_PT4_738	SRR7462193	GSM3242049	CRC10_PT4
scTrioSeq2Rna_CRC10_PT4_740	SRR7462194	GSM3242050	CRC10_PT4
scTrioSeq2Rna_CRC10_PT4_745	SRR7462195	GSM3242051	CRC10_PT4
scTrioSeq2Rna_CRC10_PT4_748	SRR7462196	GSM3242052	CRC10_PT4
scTrioSeq2Rna_CRC10_LN1_003	SRR7462197	GSM3242053	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_004	SRR7462198	GSM3242054	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_006	SRR7462199	GSM3242055	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_007	SRR7462200	GSM3242056	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_008	SRR7462201	GSM3242057	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_010	SRR7462202	GSM3242058	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_011	SRR7462203	GSM3242059	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_014	SRR7462204	GSM3242060	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_015	SRR7462205	GSM3242061	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_016	SRR7462206	GSM3242062	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_017	SRR7462207	GSM3242063	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_018	SRR7462208	GSM3242064	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_019	SRR7462209	GSM3242065	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_021	SRR7462210	GSM3242066	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_024	SRR7462211	GSM3242067	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_025	SRR7462212	GSM3242068	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_026	SRR7462213	GSM3242069	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_028	SRR7462214	GSM3242070	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_029	SRR7462215	GSM3242071	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_030	SRR7462216	GSM3242072	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_031	SRR7462217	GSM3242073	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_033	SRR7462218	GSM3242074	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_035	SRR7462219	GSM3242075	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_037	SRR7462220	GSM3242076	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_038	SRR7462221	GSM3242077	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_039	SRR7462222	GSM3242078	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_040	SRR7462223	GSM3242079	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_041	SRR7462224	GSM3242080	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_042	SRR7462225	GSM3242081	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_044	SRR7462226	GSM3242082	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_046	SRR7462227	GSM3242083	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_047	SRR7462228	GSM3242084	CRC10_LN1
scTrioSeq2Rna_CRC10_LN1_048	SRR7462229	GSM3242085	CRC10_LN1
scTrioSeq2Rna_CRC10_LN2_287	SRR7462230	GSM3242086	CRC10_LN2
scTrioSeq2Rna_CRC10_LN3_070	SRR7462231	GSM3242087	CRC10_LN3
scTrioSeq2Rna_CRC10_LN3_073	SRR7462232	GSM3242088	CRC10_LN3
